EPC,TIMESTAMP,RSSI
53,1505095469,-63.5
2212,1505095469,-62
3313,1505095469,-64.5
1103,1505095469,-57.5
35,1505095469,-65
3313,1505095469,-64.5
2212,1505095469,-62.5
1103,1505095469,-58
1105,1505095469,-56
43,1505095469,-67.5
2213,1505095469,-64
1105,1505095469,-55
53,1505095469,-64
50,1505095470,-66.5
53,1505095470,-63
3313,1505095470,-65.5
2212,1505095470,-61
35,1505095470,-64.5
50,1505095470,-67.5
2212,1505095470,-62
50,1505095470,-63.5
53,1505095470,-62.5
53,1505095470,-63
50,1505095470,-63.5
2212,1505095470,-61.5
3313,1505095470,-64.5
50,1505095470,-63.5
35,1505095470,-66.5
50,1505095470,-62.5
2212,1505095470,-60.5
3313,1505095470,-65
43,1505095470,-67.5
2214,1505095470,-62
2213,1505095470,-63
2214,1505095470,-61
53,1505095470,-63.5
50,1505095470,-68
3313,1505095470,-64.5
50,1505095470,-64
46,1505095470,-68
3313,1505095470,-63.5
50,1505095470,-63.5
1105,1505095470,-55
2213,1505095470,-64
43,1505095470,-68.5
2214,1505095470,-62.5
1105,1505095470,-54.5
53,1505095470,-66.5
2212,1505095470,-62.5
3313,1505095470,-67.5
46,1505095470,-66.5
50,1505095470,-66
2212,1505095470,-61.5
1105,1505095471,-54.5
50,1505095471,-67.5
43,1505095471,-69.5
1105,1505095471,-55.5
2228,1505095471,-64
53,1505095471,-63
50,1505095471,-64.5
2212,1505095471,-63
3313,1505095471,-66
41,1505095471,-68
50,1505095471,-63.5
1105,1505095471,-56.5
2213,1505095471,-61
2214,1505095471,-61
8,1505095471,-66.5
1105,1505095471,-56
2213,1505095471,-60
2214,1505095471,-62
1103,1505095471,-57.5
2228,1505095471,-64
1103,1505095471,-56.5
3313,1505095471,-66
46,1505095471,-68.5
2212,1505095471,-62.5
1105,1505095471,-56
2214,1505095471,-62
2213,1505095471,-60
50,1505095471,-65.5
43,1505095471,-69.5
1105,1505095471,-56
2213,1505095471,-61
2214,1505095471,-61.5
1103,1505095471,-58.5
1107,1505095471,-62
1103,1505095471,-57.5
3313,1505095471,-67.5
3309,1505095471,-68
2214,1505095471,-63
2214,1505095471,-61.5
1103,1505095471,-57
1103,1505095471,-56
53,1505095472,-65
50,1505095472,-67
41,1505095472,-67.5
3313,1505095472,-67.5
43,1505095472,-68
53,1505095472,-66.5
53,1505095472,-64
50,1505095472,-67.5
53,1505095472,-63
3313,1505095472,-67
43,1505095472,-68
43,1505095472,-67.5
2228,1505095472,-63
41,1505095472,-69.5
2228,1505095472,-63.5
50,1505095472,-63
53,1505095472,-62
53,1505095472,-61
50,1505095472,-64
46,1505095472,-68
3313,1505095472,-68
2212,1505095472,-62
43,1505095472,-67
53,1505095472,-61.5
50,1505095472,-66.5
53,1505095472,-61.5
46,1505095473,-65
46,1505095473,-65
43,1505095473,-67
53,1505095473,-63
50,1505095473,-65
50,1505095473,-64
53,1505095473,-62
46,1505095473,-65.5
2212,1505095473,-62.5
3309,1505095473,-68.5
3313,1505095473,-65.5
46,1505095473,-66.5
43,1505095473,-65.5
2212,1505095473,-64
43,1505095473,-66
53,1505095473,-62
53,1505095473,-62.5
46,1505095473,-66
50,1505095473,-64.5
3313,1505095473,-66
35,1505095473,-64
2212,1505095473,-63.5
50,1505095473,-65.5
3313,1505095473,-65
2212,1505095473,-65.5
3306,1505095473,-69.5
53,1505095473,-61.5
50,1505095473,-65.5
53,1505095473,-62
50,1505095473,-65.5
3313,1505095473,-65
50,1505095473,-65.5
35,1505095473,-65
46,1505095473,-67
3313,1505095473,-64
43,1505095473,-68.5
53,1505095474,-61
50,1505095474,-66
53,1505095474,-61.5
3313,1505095474,-65.5
3313,1505095474,-65
43,1505095474,-69
50,1505095474,-64
53,1505095474,-60.5
53,1505095474,-61
50,1505095474,-65
46,1505095474,-67.5
3313,1505095474,-66.5
50,1505095474,-64.5
3306,1505095474,-69
53,1505095474,-61
50,1505095474,-65
53,1505095474,-60.5
50,1505095474,-65
3313,1505095474,-65.5
2212,1505095474,-63.5
46,1505095474,-67.5
3313,1505095474,-65.5
1122,1505095474,-57.5
1122,1505095474,-57.5
2228,1505095474,-63.5
2228,1505095474,-63
53,1505095474,-61.5
53,1505095474,-60.5
46,1505095475,-69.5
35,1505095475,-65.5
3313,1505095475,-66
1122,1505095475,-57
1122,1505095475,-57
53,1505095475,-61.5
50,1505095475,-65.5
53,1505095475,-61
50,1505095475,-65
35,1505095475,-65
3313,1505095475,-67
50,1505095475,-65.5
1122,1505095475,-60.5
1122,1505095475,-63
2228,1505095475,-63.5
50,1505095475,-64
53,1505095475,-62
53,1505095475,-62
50,1505095475,-63
2212,1505095475,-63
46,1505095475,-69
35,1505095475,-65
46,1505095475,-68.5
43,1505095475,-69
53,1505095475,-62
50,1505095475,-65
53,1505095475,-61.5
2212,1505095475,-62
46,1505095475,-69
3313,1505095475,-67.5
2212,1505095476,-62
41,1505095476,-67.5
53,1505095476,-60
50,1505095476,-63
50,1505095476,-63
53,1505095476,-60
3313,1505095476,-67
35,1505095476,-65
2212,1505095476,-63
1121,1505095476,-57.5
1121,1505095476,-56.5
53,1505095476,-60.5
50,1505095476,-65.5
53,1505095476,-60.5
50,1505095476,-67.5
3313,1505095476,-66.5
35,1505095476,-65.5
2212,1505095476,-65.5
53,1505095476,-65.5
2228,1505095476,-63.5
53,1505095476,-63
53,1505095476,-62.5
46,1505095476,-68
3313,1505095476,-67
50,1505095476,-67.5
53,1505095477,-68
2228,1505095477,-64
53,1505095477,-65.5
50,1505095477,-66.5
46,1505095477,-65
3313,1505095477,-66
3313,1505095477,-64.5
50,1505095477,-65
2228,1505095477,-64
53,1505095477,-64.5
53,1505095477,-64
41,1505095477,-67
46,1505095477,-67.5
3313,1505095477,-67
43,1505095477,-69.5
3305,1505095477,-65
50,1505095477,-66.5
53,1505095477,-65.5
53,1505095477,-64
1121,1505095477,-58
41,1505095477,-67
50,1505095477,-66.5
1121,1505095477,-53.5
1121,1505095477,-57.5
2212,1505095477,-64.5
2214,1505095477,-63
50,1505095477,-66.5
2228,1505095477,-64
35,1505095478,-63
46,1505095478,-68
3310,1505095478,-67.5
3313,1505095478,-66.5
35,1505095478,-63
2214,1505095478,-63
3305,1505095478,-67
50,1505095478,-63
1121,1505095478,-57
53,1505095478,-66
50,1505095478,-63.5
1121,1505095478,-57
2212,1505095478,-62.5
46,1505095478,-65.5
3313,1505095478,-66
46,1505095478,-65
2214,1505095478,-62.5
1103,1505095478,-59
53,1505095478,-66.5
1103,1505095478,-58
35,1505095478,-61
46,1505095478,-66
3313,1505095478,-67
2212,1505095478,-64.5
35,1505095478,-62
1103,1505095478,-55
1103,1505095478,-56
53,1505095478,-63.5
35,1505095478,-65.5
3313,1505095478,-68.5
2212,1505095478,-64
1103,1505095479,-56
1103,1505095479,-55.5
53,1505095479,-65
3313,1505095479,-68.5
53,1505095479,-64
1121,1505095479,-57.5
2214,1505095479,-63.5
1121,1505095479,-58.5
1103,1505095479,-56
2212,1505095479,-64
53,1505095479,-65.5
1103,1505095479,-56.5
50,1505095479,-67.5
1103,1505095479,-56.5
2212,1505095479,-63.5
53,1505095479,-66
3313,1505095479,-68.5
50,1505095479,-68
1103,1505095479,-61
1103,1505095479,-56.5
50,1505095479,-67.5
1103,1505095479,-56
50,1505095479,-66.5
3313,1505095480,-68
53,1505095480,-65.5
2212,1505095480,-63.5
1103,1505095480,-56.5
50,1505095480,-64.5
1103,1505095480,-56.5
3313,1505095480,-68
2212,1505095480,-64
35,1505095480,-65
1103,1505095480,-56.5
50,1505095480,-66
1103,1505095480,-56
3313,1505095480,-68
3309,1505095480,-68.5
1103,1505095480,-56.5
50,1505095480,-65.5
1103,1505095480,-57.5
1122,1505095480,-56.5
1122,1505095480,-56.5
1121,1505095480,-59.5
35,1505095481,-65.5
3309,1505095481,-68
1103,1505095481,-61.5
1103,1505095481,-57
50,1505095481,-64
1103,1505095481,-57
50,1505095481,-64
1122,1505095481,-59.5
50,1505095481,-69
35,1505095481,-63.5
3309,1505095481,-68.5
1103,1505095481,-56.5
50,1505095481,-64.5
1103,1505095481,-57.5
53,1505095481,-65
3313,1505095481,-68
35,1505095481,-63.5
41,1505095481,-68
1103,1505095481,-56
50,1505095481,-64.5
1103,1505095481,-56
50,1505095481,-63.5
53,1505095481,-65
35,1505095481,-64
1103,1505095481,-55
50,1505095482,-65.5
1103,1505095482,-55.5
3313,1505095482,-68.5
1105,1505095482,-54.5
1105,1505095482,-54.5
1103,1505095482,-56
50,1505095482,-67
1103,1505095482,-56
3313,1505095482,-68.5
53,1505095482,-66
1105,1505095482,-55
1105,1505095482,-55.5
1103,1505095482,-55.5
50,1505095482,-66
1103,1505095482,-55
53,1505095482,-63.5
3313,1505095482,-67
53,1505095482,-64
35,1505095482,-64
1103,1505095482,-55.5
50,1505095482,-67.5
1103,1505095482,-55.5
3313,1505095482,-67
35,1505095482,-62
35,1505095482,-62.5
1103,1505095482,-55.5
1103,1505095483,-56
35,1505095483,-62
35,1505095483,-62
1103,1505095483,-55
1103,1505095483,-55.5
3313,1505095483,-67
1103,1505095483,-60
35,1505095483,-64
1103,1505095483,-56.5
1103,1505095483,-57
1121,1505095483,-60
50,1505095483,-67.5
3313,1505095483,-67.5
1121,1505095483,-60
1103,1505095483,-56.5
1103,1505095483,-56.5
1121,1505095483,-59.5
3313,1505095483,-67.5
50,1505095483,-66.5
53,1505095483,-65.5
1103,1505095483,-58
41,1505095483,-67
1103,1505095483,-57.5
1103,1505095483,-57
1103,1505095483,-57
53,1505095484,-61.5
50,1505095484,-65
53,1505095484,-63.5
1105,1505095484,-55.5
41,1505095484,-69
1105,1505095484,-54
41,1505095484,-63.5
41,1505095484,-63
53,1505095484,-66.5
1103,1505095484,-59.5
50,1505095484,-64
2212,1505095484,-65.5
46,1505095484,-66.5
50,1505095484,-65
46,1505095484,-66
41,1505095484,-63
50,1505095484,-67.5
41,1505095484,-63.5
1103,1505095484,-58
53,1505095484,-68
50,1505095484,-67.5
53,1505095484,-67
2212,1505095484,-63
2214,1505095484,-61
2212,1505095484,-64
2214,1505095484,-62
41,1505095484,-64.5
3313,1505095484,-66
51,1505095484,-65.5
51,1505095484,-64.5
3313,1505095484,-65.5
2214,1505095484,-62.5
41,1505095485,-64.5
41,1505095485,-64.5
3313,1505095485,-68.5
2214,1505095485,-62
2214,1505095485,-62
41,1505095485,-67
50,1505095485,-65
2212,1505095485,-62.5
35,1505095485,-64.5
41,1505095485,-67
50,1505095485,-65.5
53,1505095485,-67
51,1505095485,-67.5
35,1505095485,-65
46,1505095485,-68.5
41,1505095485,-65.5
41,1505095485,-65
53,1505095485,-64
50,1505095485,-65.5
53,1505095486,-65
51,1505095486,-68.5
50,1505095486,-69
35,1505095486,-66
41,1505095486,-65
