EPC,TIMESTAMP,RSSI
53,1505097390,-63.5
3332,1505097390,-65
1121,1505097390,-57.5
2212,1505097390,-64
46,1505097390,-69
51,1505097390,-67
3332,1505097390,-64
1121,1505097390,-56.5
3332,1505097390,-64
43,1505097390,-63.5
53,1505097390,-68
2214,1505097390,-64
50,1505097390,-67.5
43,1505097390,-64
3332,1505097390,-65
53,1505097390,-68
3313,1505097390,-67.5
2228,1505097390,-64.5
53,1505097390,-65.5
1121,1505097390,-57
3332,1505097390,-65
3313,1505097390,-67
46,1505097390,-69.5
2212,1505097390,-64
1121,1505097391,-56.5
3332,1505097391,-66
1121,1505097391,-56.5
2214,1505097391,-64
53,1505097391,-68.5
3332,1505097391,-67.5
1121,1505097391,-57
2214,1505097391,-64
53,1505097391,-68.5
3332,1505097391,-69.5
2228,1505097391,-64
3313,1505097391,-67.5
1122,1505097391,-57
53,1505097391,-65.5
53,1505097391,-64.5
1122,1505097391,-56
3313,1505097391,-66.5
3402,1505097391,-69
2212,1505097391,-65.5
43,1505097391,-65
2214,1505097391,-64
53,1505097391,-68
50,1505097391,-67
43,1505097391,-66
53,1505097391,-68
3305,1505097391,-66.5
3313,1505097391,-67
53,1505097391,-64
53,1505097391,-64.5
2212,1505097391,-65
3313,1505097391,-67
3402,1505097391,-69.5
1121,1505097391,-61
43,1505097391,-66
53,1505097391,-67.5
50,1505097391,-67.5
1121,1505097391,-59.5
53,1505097391,-68
50,1505097391,-67
43,1505097391,-66.5
2228,1505097391,-62.5
3313,1505097391,-67
2228,1505097391,-63
1121,1505097391,-54
1121,1505097391,-53
51,1505097392,-67.5
1121,1505097392,-58
53,1505097392,-66.5
50,1505097392,-67
43,1505097392,-68
1121,1505097392,-59
2228,1505097392,-64
1121,1505097392,-52.5
53,1505097392,-66
1121,1505097392,-51.5
2212,1505097392,-64
3313,1505097392,-67.5
50,1505097392,-67
43,1505097392,-68
53,1505097392,-67.5
3313,1505097392,-65
2228,1505097392,-64.5
3313,1505097392,-65.5
1121,1505097392,-56
53,1505097392,-66
53,1505097392,-64
1121,1505097392,-57.5
2212,1505097392,-64
3313,1505097392,-66.5
50,1505097392,-65.5
43,1505097392,-67.5
53,1505097392,-68
50,1505097392,-62.5
3313,1505097392,-65.5
3305,1505097392,-66
3313,1505097392,-65
53,1505097392,-65.5
3313,1505097392,-66.5
2212,1505097392,-63.5
1121,1505097393,-59
50,1505097393,-65
2214,1505097393,-63.5
53,1505097393,-68
50,1505097393,-65
3313,1505097393,-66.5
3305,1505097393,-65
2228,1505097393,-65.5
53,1505097393,-65.5
1121,1505097393,-57.5
50,1505097393,-67
51,1505097393,-67.5
3402,1505097393,-69.5
1121,1505097393,-57
1121,1505097393,-58.5
50,1505097393,-63
43,1505097393,-67
53,1505097393,-67.5
1121,1505097393,-58.5
53,1505097393,-67.5
43,1505097393,-67
50,1505097393,-65
3313,1505097393,-65.5
3305,1505097393,-66.5
2228,1505097393,-66
1121,1505097393,-56.5
53,1505097393,-66
1121,1505097393,-59
3313,1505097393,-68.5
51,1505097393,-67
1121,1505097393,-54.5
1122,1505097393,-55
2214,1505097393,-63
43,1505097393,-67.5
50,1505097393,-66
1122,1505097393,-55.5
1121,1505097393,-56.5
3313,1505097393,-65
43,1505097393,-69.5
43,1505097394,-69
51,1505097394,-67.5
2212,1505097394,-64
1122,1505097394,-59.5
50,1505097394,-65.5
53,1505097394,-65.5
50,1505097394,-65
3313,1505097394,-67.5
53,1505097394,-68
50,1505097394,-63.5
35,1505097394,-66
3401,1505097394,-69
51,1505097394,-68
50,1505097394,-65
50,1505097394,-65
53,1505097394,-66
2214,1505097394,-64.5
43,1505097394,-67.5
50,1505097394,-65.5
3305,1505097394,-65.5
1103,1505097394,-59.5
3402,1505097394,-69.5
50,1505097394,-65
2214,1505097394,-64.5
53,1505097394,-67
50,1505097394,-63
35,1505097394,-64
51,1505097394,-67.5
50,1505097394,-64
2214,1505097394,-62.5
43,1505097394,-68
2213,1505097395,-61.5
50,1505097395,-62.5
46,1505097395,-69.5
46,1505097395,-69.5
35,1505097395,-65
2214,1505097395,-61
43,1505097395,-65
50,1505097395,-64.5
50,1505097395,-63
2214,1505097395,-60.5
1122,1505097395,-59
46,1505097395,-69.5
46,1505097395,-69.5
3401,1505097395,-69.5
3402,1505097395,-68.5
51,1505097395,-67
2214,1505097395,-60.5
50,1505097395,-64.5
43,1505097395,-67
2213,1505097395,-63
50,1505097395,-63.5
2214,1505097395,-60.5
51,1505097395,-67
3402,1505097395,-69
2214,1505097395,-60
50,1505097395,-63.5
43,1505097395,-66
2214,1505097395,-61
43,1505097395,-65.5
50,1505097395,-64.5
1121,1505097396,-57.5
3402,1505097396,-68.5
3313,1505097396,-68.5
50,1505097396,-66.5
1121,1505097396,-57.5
43,1505097396,-65.5
2214,1505097396,-60
50,1505097396,-63.5
43,1505097396,-66.5
2214,1505097396,-61.5
50,1505097396,-63
1121,1505097396,-56
3313,1505097396,-65.5
3401,1505097396,-69
2212,1505097396,-64
51,1505097396,-68
1121,1505097396,-54.5
3313,1505097396,-65
50,1505097396,-67.5
2214,1505097396,-61.5
43,1505097396,-64.5
2214,1505097396,-62
50,1505097396,-68
2228,1505097396,-65
3309,1505097396,-67.5
46,1505097396,-67.5
3313,1505097396,-65
1121,1505097396,-57.5
35,1505097396,-64.5
2212,1505097396,-64.5
3313,1505097396,-65
2214,1505097396,-61.5
43,1505097396,-66.5
2214,1505097396,-61
43,1505097396,-65
46,1505097396,-68.5
3313,1505097396,-64.5
3402,1505097396,-69.5
51,1505097396,-67.5
3401,1505097396,-69.5
3313,1505097396,-63
2214,1505097397,-61.5
50,1505097397,-67.5
43,1505097397,-68
43,1505097397,-68
50,1505097397,-67
46,1505097397,-68
53,1505097397,-67.5
3313,1505097397,-64
3401,1505097397,-69.5
51,1505097397,-67.5
3402,1505097397,-68.5
3313,1505097397,-65.5
3401,1505097397,-69
51,1505097397,-67
2214,1505097397,-64
1105,1505097397,-56.5
1105,1505097397,-55.5
1114,1505097397,-60
46,1505097397,-68.5
3313,1505097397,-63.5
50,1505097397,-67.5
46,1505097397,-68.5
3310,1505097397,-67.5
3313,1505097397,-63
50,1505097397,-66.5
2214,1505097397,-63.5
46,1505097397,-68
3313,1505097397,-63.5
3310,1505097397,-67
46,1505097397,-69.5
3402,1505097397,-69
3313,1505097397,-63
43,1505097398,-67
50,1505097398,-67.5
2214,1505097398,-64.5
50,1505097398,-67
3309,1505097398,-67.5
46,1505097398,-69
3313,1505097398,-63
51,1505097398,-67
35,1505097398,-64
3402,1505097398,-69
3313,1505097398,-63.5
1105,1505097398,-56.5
43,1505097398,-67
2214,1505097398,-64
50,1505097398,-67.5
1105,1505097398,-55.5
46,1505097398,-69
3313,1505097398,-63.5
46,1505097398,-68
3310,1505097398,-68
50,1505097398,-65.5
3313,1505097398,-64
1105,1505097398,-56.5
43,1505097398,-67
1105,1505097398,-56
46,1505097398,-68.5
3313,1505097407,-66
41,1505097407,-67.5
50,1505097407,-67.5
3313,1505097407,-64
2214,1505097407,-60
34,1505097407,-68
43,1505097407,-67.5
50,1505097407,-66
2214,1505097407,-59.5
2228,1505097407,-64.5
53,1505097407,-67
46,1505097407,-68.5
3313,1505097407,-67.5
51,1505097407,-67.5
35,1505097407,-65
50,1505097408,-62.5
2214,1505097408,-60.5
43,1505097408,-65.5
50,1505097408,-64
2214,1505097408,-61.5
41,1505097408,-68.5
3313,1505097408,-64.5
50,1505097408,-64.5
35,1505097408,-64
51,1505097408,-66.5
3313,1505097408,-65.5
50,1505097408,-65
50,1505097408,-62.5
2214,1505097408,-62
50,1505097408,-62.5
2228,1505097408,-63.5
53,1505097408,-66.5
3313,1505097408,-64
50,1505097408,-63
3313,1505097408,-64
50,1505097408,-63.5
2214,1505097408,-61
43,1505097408,-66.5
50,1505097408,-65.5
2214,1505097408,-61
43,1505097408,-66
50,1505097408,-64
2228,1505097408,-62.5
41,1505097408,-68.5
50,1505097408,-64
2228,1505097408,-63
53,1505097408,-64
53,1505097408,-65
50,1505097408,-61.5
3313,1505097408,-65.5
35,1505097408,-65
50,1505097408,-62
3310,1505097408,-66
3313,1505097408,-66.5
35,1505097408,-64.5
50,1505097408,-63.5
43,1505097408,-65.5
2214,1505097408,-60.5
50,1505097409,-65.5
2214,1505097409,-61.5
43,1505097409,-66
50,1505097409,-64
41,1505097409,-68
2228,1505097409,-63.5
50,1505097409,-65.5
2228,1505097409,-63.5
3313,1505097409,-63.5
50,1505097409,-67.5
3310,1505097409,-67
3313,1505097409,-63.5
50,1505097409,-62
2214,1505097409,-60.5
43,1505097409,-68
50,1505097409,-62
2214,1505097409,-60.5
43,1505097409,-68
3313,1505097409,-68
2228,1505097409,-65.5
53,1505097409,-67
3313,1505097409,-66
3310,1505097409,-65.5
2213,1505097409,-61
3313,1505097409,-65.5
2214,1505097409,-60.5
43,1505097409,-68
50,1505097409,-63.5
50,1505097409,-62
2214,1505097409,-59.5
43,1505097409,-68.5
2228,1505097409,-63.5
3313,1505097409,-66.5
3305,1505097409,-65
53,1505097409,-64
53,1505097409,-63.5
46,1505097409,-68.5
3313,1505097409,-66
3310,1505097409,-67
3313,1505097409,-66
2214,1505097409,-60.5
1122,1505097409,-56
50,1505097409,-65
1122,1505097410,-57.5
43,1505097410,-68
1122,1505097410,-57.5
2214,1505097410,-60.5
2228,1505097410,-62.5
3305,1505097410,-64.5
3313,1505097410,-68
2228,1505097410,-62.5
53,1505097410,-63
53,1505097410,-64
2212,1505097410,-61.5
3313,1505097410,-66
46,1505097410,-67.5
35,1505097410,-63.5
2214,1505097410,-60.5
50,1505097410,-66
43,1505097410,-69.5
43,1505097410,-69
3313,1505097410,-67.5
2228,1505097410,-63.5
53,1505097410,-66
2213,1505097410,-63
46,1505097410,-65.5
35,1505097410,-61.5
2212,1505097410,-62
3313,1505097410,-66.5
3332,1505097410,-67
3401,1505097410,-69.5
46,1505097410,-66.5
35,1505097410,-61
2214,1505097410,-61
50,1505097410,-68
2214,1505097410,-60
50,1505097410,-67
1103,1505097410,-58.5
2228,1505097410,-64
53,1505097410,-63.5
53,1505097410,-63.5
35,1505097410,-61
46,1505097410,-64
3313,1505097410,-64.5
3332,1505097410,-64.5
1121,1505097410,-57
51,1505097410,-67.5
2212,1505097410,-65.5
3402,1505097410,-69.5
1121,1505097410,-56.5
3332,1505097410,-65.5
35,1505097410,-62
46,1505097410,-64
1121,1505097411,-56.5
2214,1505097411,-61
3332,1505097411,-65.5
43,1505097411,-68
50,1505097411,-64.5
1121,1505097411,-53.5
2214,1505097411,-62.5
3332,1505097411,-63
2228,1505097411,-64
53,1505097411,-63
53,1505097411,-62
1121,1505097411,-56.5
46,1505097411,-65.5
51,1505097411,-68.5
3313,1505097411,-67
35,1505097411,-64
1121,1505097411,-58.5
46,1505097411,-65.5
1121,1505097411,-55.5
2214,1505097411,-60
50,1505097411,-65
43,1505097411,-66.5
53,1505097411,-67
1121,1505097411,-57
43,1505097411,-65
2214,1505097411,-60.5
50,1505097411,-64
50,1505097411,-65
53,1505097411,-63.5
46,1505097411,-68.5
53,1505097411,-62.5
46,1505097411,-69.5
35,1505097411,-65
50,1505097411,-65
2214,1505097411,-63
53,1505097411,-67
50,1505097411,-66
53,1505097411,-67.5
53,1505097411,-65.5
46,1505097411,-69
46,1505097411,-69
35,1505097411,-62.5
3313,1505097411,-64.5
3402,1505097411,-69.5
3401,1505097411,-69.5
51,1505097411,-68
1121,1505097412,-57.5
53,1505097412,-67
43,1505097412,-67
50,1505097412,-66
1121,1505097412,-58.5
43,1505097412,-67.5
3313,1505097412,-68
1121,1505097412,-53
1121,1505097412,-55
1122,1505097412,-57
51,1505097412,-67
3402,1505097412,-69.5
1122,1505097412,-58.5
2214,1505097412,-60
1122,1505097412,-59.5
50,1505097412,-66
53,1505097412,-66.5
43,1505097412,-66.5
2214,1505097412,-60
1122,1505097412,-59.5
50,1505097412,-65.5
53,1505097412,-67
1121,1505097412,-53.5
46,1505097412,-69
1121,1505097412,-55
50,1505097412,-68
35,1505097412,-65
2214,1505097412,-62.5
50,1505097412,-63.5
43,1505097412,-64
50,1505097412,-63.5
2214,1505097412,-61
43,1505097412,-64.5
1121,1505097412,-59
53,1505097412,-68.5
46,1505097412,-69.5
1121,1505097412,-58.5
53,1505097412,-69
3313,1505097412,-67
3402,1505097412,-69.5
2212,1505097412,-64.5
2214,1505097413,-62
43,1505097413,-64
50,1505097413,-67
43,1505097413,-64
2228,1505097413,-63.5
1121,1505097413,-58
3313,1505097413,-65.5
3310,1505097413,-67.5
51,1505097413,-67.5
3313,1505097413,-65
1121,1505097413,-55.5
43,1505097413,-64.5
50,1505097413,-65.5
2214,1505097413,-63.5
43,1505097413,-67
3313,1505097413,-66.5
53,1505097413,-67
1121,1505097413,-58
35,1505097413,-65
3313,1505097413,-67
2212,1505097413,-65.5
1121,1505097413,-58
43,1505097413,-65.5
1121,1505097413,-56.5
2214,1505097413,-63.5
50,1505097413,-67
1121,1505097413,-53.5
43,1505097413,-67.5
50,1505097413,-66
1103,1505097413,-59.5
53,1505097413,-68
46,1505097413,-69.5
51,1505097413,-67
3310,1505097413,-67.5
2212,1505097413,-64.5
1121,1505097414,-57
2214,1505097414,-64.5
50,1505097414,-66.5
43,1505097414,-67
1121,1505097414,-57.5
1103,1505097414,-60
46,1505097414,-68.5
53,1505097414,-67.5
35,1505097414,-66
46,1505097414,-69
3313,1505097414,-66
43,1505097414,-67
50,1505097414,-66.5
50,1505097414,-66.5
53,1505097414,-66.5
46,1505097414,-68.5
3313,1505097414,-65.5
3310,1505097414,-67
46,1505097414,-68
51,1505097414,-66.5
3313,1505097414,-65
43,1505097414,-67
50,1505097414,-67
1103,1505097414,-59.5
53,1505097414,-65.5
3313,1505097414,-65
51,1505097414,-67.5
3401,1505097414,-68
3402,1505097414,-68
3313,1505097414,-65.5
43,1505097415,-67.5
50,1505097415,-66
43,1505097415,-67.5
53,1505097415,-65.5
46,1505097415,-69.5
3313,1505097415,-64.5
3401,1505097415,-68
46,1505097415,-67
35,1505097415,-65.5
3313,1505097415,-64
50,1505097415,-65
43,1505097415,-67
2214,1505097415,-65
50,1505097415,-63.5
53,1505097415,-65
46,1505097415,-69
3313,1505097415,-64.5
3401,1505097415,-69.5
3402,1505097415,-69.5
3313,1505097415,-65
50,1505097415,-65
2214,1505097415,-64.5
43,1505097415,-67
2214,1505097415,-64.5
50,1505097415,-65.5
1105,1505097415,-56.5
1105,1505097415,-56.5
2214,1505097424,-60.5
50,1505097424,-67
2213,1505097424,-64.5
43,1505097424,-66
2214,1505097424,-59.5
2228,1505097424,-62.5
3313,1505097424,-68
2228,1505097424,-62.5
51,1505097425,-68
43,1505097425,-64.5
2214,1505097425,-59.5
1121,1505097425,-59
53,1505097425,-66.5
50,1505097425,-68
2214,1505097425,-60
1121,1505097425,-58
43,1505097425,-66
50,1505097425,-69
2228,1505097425,-62.5
50,1505097425,-66
2228,1505097425,-62
1105,1505097425,-56.5
50,1505097425,-63
3313,1505097425,-66
35,1505097425,-65
50,1505097425,-62.5
43,1505097425,-63.5
1121,1505097425,-57.5
2214,1505097425,-59
50,1505097425,-68
1121,1505097425,-57
2214,1505097425,-59.5
50,1505097425,-68
43,1505097425,-66.5
2228,1505097425,-61.5
50,1505097425,-64.5
2228,1505097425,-61.5
53,1505097425,-67
50,1505097425,-64
3313,1505097425,-68
1121,1505097425,-55.5
2214,1505097425,-60.5
1105,1505097425,-58
43,1505097425,-66
50,1505097425,-68
1121,1505097425,-56
2214,1505097425,-60
43,1505097425,-66
2228,1505097425,-62.5
1121,1505097425,-57
50,1505097425,-62.5
1121,1505097425,-58
2228,1505097425,-62.5
50,1505097425,-63.5
3313,1505097426,-68
2214,1505097426,-60
1121,1505097426,-58
1122,1505097426,-58
43,1505097426,-68
50,1505097426,-63
1121,1505097426,-57.5
2214,1505097426,-59.5
43,1505097426,-68
2228,1505097426,-62
50,1505097426,-66.5
3313,1505097426,-68
2228,1505097426,-63
53,1505097426,-67
3310,1505097426,-65.5
2213,1505097426,-62.5
50,1505097426,-62.5
1121,1505097426,-59.5
2214,1505097426,-60
43,1505097426,-69
50,1505097426,-61.5
2214,1505097426,-59.5
43,1505097426,-69.5
2228,1505097426,-62.5
3305,1505097426,-65
3313,1505097426,-67.5
2228,1505097426,-62
53,1505097426,-64.5
53,1505097426,-65
46,1505097426,-67.5
3401,1505097426,-69.5
3310,1505097426,-66.5
3401,1505097426,-69.5
2214,1505097426,-61
43,1505097426,-68
50,1505097426,-68.5
2214,1505097426,-61
43,1505097426,-68.5
2228,1505097426,-61.5
3313,1505097426,-68.5
1103,1505097426,-59.5
41,1505097426,-69
2228,1505097426,-62
46,1505097426,-69.5
53,1505097426,-66
46,1505097427,-69.5
35,1505097427,-64
3313,1505097427,-68.5
2213,1505097427,-62.5
3310,1505097427,-67.5
35,1505097427,-63
43,1505097427,-68.5
2214,1505097427,-62
2213,1505097427,-63.5
2214,1505097427,-60.5
43,1505097427,-68.5
2228,1505097427,-62
3305,1505097427,-65.5
2228,1505097427,-62.5
46,1505097427,-68
46,1505097427,-65.5
35,1505097427,-62
53,1505097427,-67
3313,1505097427,-68
51,1505097427,-68
46,1505097427,-66.5
35,1505097427,-63
2214,1505097427,-60
50,1505097427,-66.5
43,1505097427,-69
34,1505097427,-68.5
2214,1505097427,-60.5
50,1505097427,-65.5
1103,1505097427,-55.5
2228,1505097427,-62
50,1505097427,-67.5
1103,1505097427,-54.5
2228,1505097427,-61
53,1505097427,-62.5
53,1505097427,-63
46,1505097427,-64.5
35,1505097427,-63.5
3313,1505097427,-68.5
50,1505097427,-65.5
46,1505097427,-65
2214,1505097427,-59.5
50,1505097427,-68
43,1505097427,-66.5
2214,1505097427,-60.5
43,1505097427,-67
1103,1505097427,-57.5
2228,1505097427,-62.5
1103,1505097428,-57.5
2228,1505097428,-62
1103,1505097428,-57.5
2228,1505097428,-62
53,1505097428,-64
53,1505097428,-62.5
35,1505097428,-64
3402,1505097428,-68.5
3401,1505097428,-69.5
43,1505097428,-65
2214,1505097428,-60
1122,1505097428,-59.5
50,1505097428,-65
2213,1505097428,-63.5
53,1505097428,-67
1122,1505097428,-57.5
43,1505097428,-64.5
2214,1505097428,-61.5
2228,1505097428,-62.5
50,1505097428,-66.5
50,1505097428,-67
2228,1505097428,-61.5
53,1505097428,-66
35,1505097428,-65
3313,1505097428,-67.5
46,1505097428,-68.5
1122,1505097428,-58
43,1505097428,-62.5
2214,1505097428,-63
3332,1505097428,-69
2212,1505097428,-64.5
43,1505097428,-63.5
1122,1505097428,-59.5
1121,1505097428,-56.5
2228,1505097428,-63.5
3313,1505097428,-69
1121,1505097428,-55
46,1505097428,-69
53,1505097428,-67
3402,1505097428,-69.5
35,1505097428,-65
3401,1505097428,-69
53,1505097428,-65.5
2214,1505097428,-64
2213,1505097428,-64
2214,1505097428,-63.5
53,1505097428,-65.5
1121,1505097429,-59.5
3313,1505097429,-69.5
1121,1505097429,-59.5
53,1505097429,-67.5
3401,1505097429,-69.5
46,1505097429,-68.5
3402,1505097429,-69.5
43,1505097429,-63.5
2214,1505097429,-63
2213,1505097429,-63
53,1505097429,-65
43,1505097429,-65.5
3313,1505097429,-69
2228,1505097429,-64
3402,1505097429,-69
2214,1505097429,-61
43,1505097429,-64
50,1505097429,-66
53,1505097429,-66
2214,1505097429,-61.5
43,1505097429,-64
53,1505097429,-66.5
50,1505097429,-67
1103,1505097429,-58.5
2228,1505097429,-64.5
3313,1505097429,-66.5
1103,1505097429,-58
46,1505097429,-68.5
46,1505097429,-69.5
3313,1505097429,-68.5
35,1505097429,-66
51,1505097429,-66.5
2214,1505097429,-61
43,1505097429,-62.5
2213,1505097429,-62.5
53,1505097429,-68
50,1505097429,-67
43,1505097429,-64.5
2214,1505097429,-61
53,1505097429,-68
1103,1505097430,-57
3313,1505097430,-67
1103,1505097430,-57.5
46,1505097430,-69.5
3313,1505097430,-67
51,1505097430,-67.5
43,1505097430,-64
2214,1505097430,-63.5
43,1505097430,-64.5
3313,1505097430,-66
1103,1505097430,-58.5
3313,1505097430,-66.5
51,1505097430,-68
3402,1505097430,-69
2214,1505097430,-60
43,1505097430,-64
43,1505097430,-63.5
2214,1505097430,-59.5
3313,1505097430,-66
2228,1505097430,-61
1113,1505097430,-60
1103,1505097430,-59.5
2228,1505097430,-61.5
3313,1505097430,-66
3332,1505097430,-68
3402,1505097430,-69.5
51,1505097430,-68
43,1505097430,-66.5
50,1505097430,-68
43,1505097430,-66.5
2228,1505097430,-62
3313,1505097430,-65.5
3309,1505097430,-68
3313,1505097430,-66
2228,1505097430,-62
46,1505097431,-69
3332,1505097431,-65
1121,1505097431,-57
3313,1505097431,-65.5
46,1505097431,-68.5
3332,1505097431,-65.5
1121,1505097431,-57
1121,1505097431,-55.5
43,1505097431,-67.5
50,1505097431,-66.5
2214,1505097431,-63.5
1121,1505097431,-55.5
50,1505097431,-67
43,1505097431,-68
2228,1505097431,-61
3313,1505097431,-66.5
3332,1505097431,-69.5
3309,1505097431,-68.5
2228,1505097431,-61.5
1121,1505097431,-58.5
46,1505097431,-68
3310,1505097431,-68
3313,1505097431,-67.5
1121,1505097431,-57
1121,1505097431,-53.5
3332,1505097431,-63
43,1505097431,-67.5
50,1505097431,-66.5
2214,1505097431,-63
1121,1505097431,-54
50,1505097431,-67
43,1505097431,-67.5
2228,1505097431,-62
2228,1505097431,-61
1121,1505097431,-59
46,1505097431,-68.5
1121,1505097431,-59.5
1121,1505097431,-57
43,1505097431,-67
1121,1505097431,-57.5
43,1505097431,-67.5
2228,1505097431,-63
46,1505097432,-69
1122,1505097432,-57
51,1505097432,-66.5
46,1505097432,-69.5
3402,1505097432,-69.5
1121,1505097432,-58.5
43,1505097432,-68
1121,1505097432,-55.5
43,1505097432,-68
1121,1505097432,-53
53,1505097432,-68
46,1505097432,-69
1121,1505097432,-52.5
53,1505097432,-68.5
51,1505097432,-67
3402,1505097432,-69
3313,1505097432,-66
2214,1505097432,-63.5
43,1505097432,-68
43,1505097432,-68
1103,1505097432,-59
1121,1505097432,-51
53,1505097432,-66.5
1121,1505097432,-53
3313,1505097432,-65
35,1505097432,-65.5
51,1505097432,-68
3313,1505097432,-64.5
50,1505097432,-66
43,1505097432,-67
50,1505097432,-65.5
43,1505097432,-67
1113,1505097432,-60
1103,1505097432,-59.5
1121,1505097433,-58
53,1505097433,-66
1121,1505097433,-58
3313,1505097433,-64
51,1505097433,-67.5
3401,1505097433,-69
3402,1505097433,-69
3313,1505097433,-65
43,1505097433,-67
2214,1505097433,-64.5
43,1505097433,-67
1113,1505097433,-58
1103,1505097433,-59.5
1113,1505097433,-57.5
53,1505097433,-67
46,1505097433,-69.5
3313,1505097433,-64
51,1505097433,-67
3401,1505097433,-69.5
46,1505097433,-68.5
3313,1505097433,-64.5
50,1505097433,-65.5
43,1505097433,-67
35,1505097442,-65
3313,1505097442,-66
50,1505097442,-63
2214,1505097442,-59.5
53,1505097442,-69.5
2214,1505097442,-60
50,1505097442,-65
2228,1505097442,-64
50,1505097442,-64
3313,1505097442,-65.5
35,1505097442,-65
50,1505097442,-65
2214,1505097442,-60.5
43,1505097443,-66
50,1505097443,-66
2214,1505097443,-59.5
43,1505097443,-66
50,1505097443,-66
50,1505097443,-66
3313,1505097443,-67
50,1505097443,-66
35,1505097443,-65
3313,1505097443,-66.5
2214,1505097443,-59.5
50,1505097443,-66
43,1505097443,-68.5
2214,1505097443,-60
43,1505097443,-69
50,1505097443,-64.5
3305,1505097443,-66.5
46,1505097443,-69
3313,1505097443,-66.5
2214,1505097443,-60
1121,1505097443,-58.5
50,1505097443,-64.5
34,1505097443,-69
43,1505097443,-69.5
2214,1505097443,-60
50,1505097443,-63
1121,1505097443,-58
1122,1505097443,-60
3313,1505097443,-69.5
46,1505097443,-69.5
3313,1505097444,-67.5
3310,1505097444,-65.5
2214,1505097444,-59.5
50,1505097444,-62
1121,1505097444,-60.5
2214,1505097444,-59.5
50,1505097444,-63.5
2228,1505097444,-63
3305,1505097444,-66
53,1505097444,-65.5
53,1505097444,-65.5
46,1505097444,-69
35,1505097444,-64.5
50,1505097444,-67
2214,1505097444,-62
2214,1505097444,-61.5
2228,1505097444,-61
3309,1505097444,-68
3313,1505097444,-68
3305,1505097444,-64.5
2228,1505097444,-61.5
53,1505097444,-64
53,1505097444,-64
2212,1505097444,-65
35,1505097444,-63.5
1122,1505097444,-63.5
2212,1505097444,-64
2228,1505097444,-61.5
2228,1505097444,-61.5
53,1505097444,-65.5
35,1505097444,-61.5
2212,1505097444,-64
3313,1505097444,-68.5
53,1505097444,-67
35,1505097444,-61.5
2214,1505097444,-62.5
43,1505097444,-68
2214,1505097445,-62
2228,1505097445,-61
1103,1505097445,-58.5
3305,1505097445,-65.5
2228,1505097445,-61.5
46,1505097445,-69
35,1505097445,-63
3402,1505097445,-69.5
46,1505097445,-69
53,1505097445,-67
2214,1505097445,-61
43,1505097445,-68
50,1505097445,-66
2212,1505097445,-64.5
1103,1505097445,-57
2228,1505097445,-62
50,1505097445,-68
3305,1505097445,-65.5
2228,1505097445,-62.5
1103,1505097445,-57
53,1505097445,-64.5
53,1505097445,-63
35,1505097445,-63
3402,1505097445,-69
46,1505097445,-69
3402,1505097445,-69
1121,1505097445,-55
43,1505097445,-67.5
2214,1505097445,-63.5
2212,1505097445,-65
1121,1505097445,-56
2228,1505097445,-62
3305,1505097445,-67.5
2228,1505097445,-62
3313,1505097445,-66.5
50,1505097445,-65
43,1505097445,-65
1121,1505097445,-56.5
2214,1505097445,-65
53,1505097445,-67.5
50,1505097445,-65.5
1121,1505097445,-56
43,1505097445,-65
2228,1505097446,-63.5
1103,1505097446,-60
53,1505097446,-65.5
53,1505097446,-65
50,1505097446,-65.5
2212,1505097446,-63.5
43,1505097446,-69
1121,1505097446,-54
43,1505097446,-63
2214,1505097446,-64
2212,1505097446,-65
53,1505097446,-68
1121,1505097446,-54.5
43,1505097446,-62.5
2228,1505097446,-63
1103,1505097446,-59.5
2228,1505097446,-62.5
53,1505097446,-66.5
50,1505097446,-67.5
3313,1505097446,-67.5
1121,1505097446,-55
43,1505097446,-64.5
2214,1505097446,-65
53,1505097446,-66.5
1121,1505097446,-56
43,1505097446,-66
2228,1505097446,-62.5
2228,1505097446,-62.5
53,1505097446,-67.5
53,1505097446,-68
3313,1505097446,-68
3402,1505097446,-69.5
35,1505097446,-64
1121,1505097446,-57
53,1505097446,-66
43,1505097446,-68
2214,1505097446,-65
1121,1505097446,-59.5
3401,1505097447,-69.5
2212,1505097447,-64.5
50,1505097447,-64.5
2214,1505097447,-65
3332,1505097447,-68.5
53,1505097447,-67
3313,1505097447,-68
35,1505097447,-64.5
3313,1505097447,-66.5
51,1505097447,-68
43,1505097447,-64.5
50,1505097447,-66.5
43,1505097447,-65.5
50,1505097447,-66.5
50,1505097447,-65
3402,1505097447,-69
50,1505097447,-62.5
43,1505097447,-64.5
1121,1505097447,-59.5
2214,1505097447,-63.5
43,1505097447,-65.5
3313,1505097448,-67
35,1505097448,-65.5
3313,1505097448,-67.5
43,1505097448,-63.5
43,1505097448,-65
3313,1505097448,-68
53,1505097448,-69
2212,1505097448,-66
50,1505097448,-66.5
3313,1505097448,-67
50,1505097448,-67.5
43,1505097448,-64.5
43,1505097448,-64
2228,1505097448,-61.5
2228,1505097448,-62
46,1505097448,-69
3402,1505097448,-69.5
3313,1505097448,-65.5
3313,1505097448,-65.5
43,1505097448,-67
2228,1505097448,-62
3313,1505097448,-69
2228,1505097448,-62
46,1505097448,-69
53,1505097448,-68
35,1505097448,-65
3313,1505097448,-66.5
2214,1505097449,-64.5
50,1505097449,-65.5
2228,1505097449,-61.5
1121,1505097449,-56
