csv,epc,expected,sec,sec_bin,rssi,port,product_name,main_epc,x,posi_rssi
20180213175827471-5-2.07471-07472-07473-07474-07475_2660-3647-3814.csv,0x106020249017772789051840,False,3.404763040542602,3.0,-69.5,2,F2-2 (1840) HOT伊右衛門_500ML,True,0.7119956073546196,0.5
20180213175827471-5-2.07471-07472-07473-07474-07475_2660-3647-3814.csv,0x106020349010851617841853,False,2.011964015960693,2.0,-64.5,3,F2-3 (1853) HOTおーいお茶ほうじ茶_345ML,True,0.42073692778669286,5.5
20180213175827471-5-2.07471-07472-07473-07474-07475_2660-3647-3814.csv,0x106020349010851617841853,False,2.0819930171966554,2.0,-65.5,3,F2-3 (1853) HOTおーいお茶ほうじ茶_345ML,True,0.43538121893815285,4.5
20180213175827471-5-2.07471-07472-07473-07474-07475_2660-3647-3814.csv,0x106020349010851617841853,False,2.3543280220031733,2.0,-63.0,3,F2-3 (1853) HOTおーいお茶ほうじ茶_345ML,True,0.49233124008271945,7.0
20180213175827471-5-2.07471-07472-07473-07474-07475_2660-3647-3814.csv,0x106020349010851617841853,False,2.4321380233764645,2.0,-64.0,3,F2-3 (1853) HOTおーいお茶ほうじ茶_345ML,True,0.5086026746954528,6.0
20180213175827471-5-2.07471-07472-07473-07474-07475_2660-3647-3814.csv,0x106020349010851617841853,False,2.7433780288696283,2.5,-63.5,3,F2-3 (1853) HOTおーいお茶ほうじ茶_345ML,True,0.5736884131463862,6.5
20180213175827471-5-2.07471-07472-07473-07474-07475_2660-3647-3814.csv,0x106020349010851617841853,False,2.8211880302429195,2.5,-63.0,3,F2-3 (1853) HOTおーいお茶ほうじ茶_345ML,True,0.5899598477591196,7.0
20180213175827471-5-2.07471-07472-07473-07474-07475_2660-3647-3814.csv,0x106020349010851617841857,False,-2.757789068222046,-3.0,-69.0,1,F2-3 (1857) HOTおーいお茶ほうじ茶_345ML,True,-0.5767020139738613,1.0
20180213175827471-5-2.07471-07472-07473-07474-07475_2660-3647-3814.csv,0x106020349010851617841857,False,-2.7033220672607423,-3.0,-69.0,1,F2-3 (1857) HOTおーいお茶ほうじ茶_345ML,True,-0.565312009744948,1.0
20180213175827471-5-2.07471-07472-07473-07474-07475_2660-3647-3814.csv,0x106020349010851617841857,False,-2.37652006149292,-2.5,-68.0,1,F2-3 (1857) HOTおーいお茶ほうじ茶_345ML,True,-0.49697198437146783,2.0
20180213175827471-5-2.07471-07472-07473-07474-07475_2660-3647-3814.csv,0x106020349010851617841857,False,-1.1626840400695801,-1.5,-69.0,1,F2-3 (1857) HOTおーいお茶ほうじ茶_345ML,True,-0.2431376044128277,1.0
20180213175827471-5-2.07471-07472-07473-07474-07475_2660-3647-3814.csv,0x106020349010851617841857,False,0.28458198547363267,0.0,-66.0,3,F2-3 (1857) HOTおーいお茶ほうじ茶_345ML,True,0.05951107938401252,4.0
