csv,epc,expected,sec,sec_bin,rssi,port,product_name,main_epc,x,posi_rssi
20180216171141206-5-2.07471-07472-07473-07474-07475_2412-3008-3314.csv,0x106010145824091879101798,False,-1.3243861413002014,-1.5,-68.5,3,F1-1 (1798) じっくりコトコトコーン_190G,True,-0.34806470461221223,1.5
20180216171141206-5-2.07471-07472-07473-07474-07475_2412-3008-3314.csv,0x106010145824091879101798,False,-1.2837841415405273,-1.5,-68.5,3,F1-1 (1798) じっくりコトコトコーン_190G,True,-0.33739400774193085,1.5
20180216171141206-5-2.07471-07472-07473-07474-07475_2412-3008-3314.csv,0x106020249017772789051840,False,-1.2161141419410704,-1.5,-63.0,4,F2-2 (1840) HOT伊右衛門_500ML,True,-0.31960951295812856,7.0
20180216171141206-5-2.07471-07472-07473-07474-07475_2412-3008-3314.csv,0x106020249017772789051840,False,-1.1890461421012877,-1.5,-67.5,4,F2-2 (1840) HOT伊右衛門_500ML,True,-0.31249571504460766,2.5
20180216171141206-5-2.07471-07472-07473-07474-07475_2412-3008-3314.csv,0x106020249017772789051840,False,2.735813834667206,2.5,-68.5,4,F2-2 (1840) HOT伊右衛門_500ML,True,0.719004982415924,1.5
20180216171141206-5-2.07471-07472-07473-07474-07475_2412-3008-3314.csv,0x106020249017772789051840,False,2.7696488344669348,2.5,-68.0,4,F2-2 (1840) HOT伊右衛門_500ML,True,0.7278972298078252,2.0
20180216171141206-5-2.07471-07472-07473-07474-07475_2412-3008-3314.csv,0x106020349010851617841853,False,-1.331153141260147,-1.5,-68.0,3,F2-3 (1853) HOTおーいお茶ほうじ茶_345ML,True,-0.3498431540905924,2.0
20180216171141206-5-2.07471-07472-07473-07474-07475_2412-3008-3314.csv,0x106020349010851617841853,False,-1.2770171415805815,-1.5,-68.0,3,F2-3 (1853) HOTおーいお茶ほうじ茶_345ML,True,-0.3356155582635506,2.0
20180216171141206-5-2.07471-07472-07473-07474-07475_2412-3008-3314.csv,0x106020349010851617841853,False,-0.7965601444244381,-1.0,-68.0,3,F2-3 (1853) HOTおーいお茶ほうじ茶_345ML,True,-0.20934564529855446,2.0
20180216171141206-5-2.07471-07472-07473-07474-07475_2412-3008-3314.csv,0x106020349010851617841853,False,-0.7559581446647643,-1.0,-67.5,3,F2-3 (1853) HOTおーいお茶ほうじ茶_345ML,True,-0.1986749484282731,2.5
20180216171141206-5-2.07471-07472-07473-07474-07475_2412-3008-3314.csv,0x106020349010851617841857,False,2.6478428351879124,2.5,-69.5,3,F2-3 (1857) HOTおーいお茶ほうじ茶_345ML,True,0.695885139196981,0.5
20180216171141206-5-2.07471-07472-07473-07474-07475_2412-3008-3314.csv,0x106020349010851617841860,False,-1.5138621401786803,-2.0,-69.5,3,F2-3 (1860) HOTおーいお茶ほうじ茶_345ML,True,-0.39786129000685855,0.5
20180216171141206-5-2.07471-07472-07473-07474-07475_2412-3008-3314.csv,0x106020349010851617841860,False,-1.4597261404991149,-1.5,-69.5,3,F2-3 (1860) HOTおーいお茶ほうじ茶_345ML,True,-0.38363369417981674,0.5
20180216171141206-5-2.07471-07472-07473-07474-07475_2412-3008-3314.csv,0x107010145263633097661861,False,-1.940183137655258,-2.0,-61.5,2,G1-1 (1861) 福島のセミドライりんご,True,-0.5099036071448129,8.5
20180216171141206-5-2.07471-07472-07473-07474-07475_2412-3008-3314.csv,0x107010145263633097661861,False,-1.9063481378555298,-2.0,-61.5,2,G1-1 (1861) 福島のセミドライりんご,True,-0.5010113597529117,8.5
20180216171141206-5-2.07471-07472-07473-07474-07475_2412-3008-3314.csv,0x107010145263633097661861,False,-0.613851145505905,-1.0,-61.5,2,G1-1 (1861) 福島のセミドライりんご,True,-0.16132750938228838,8.5
20180216171141206-5-2.07471-07472-07473-07474-07475_2412-3008-3314.csv,0x107010145263633097661861,False,-0.5394141459465027,-1.0,-61.5,2,G1-1 (1861) 福島のセミドライりんご,True,-0.14176456512010588,8.5
20180216171141206-5-2.07471-07472-07473-07474-07475_2412-3008-3314.csv,0x107010145263633097661861,False,-0.24843314766883795,-0.5,-61.5,2,G1-1 (1861) 福島のセミドライりんご,True,-0.06529123754975603,8.5
20180216171141206-5-2.07471-07472-07473-07474-07475_2412-3008-3314.csv,0x107010145263633097661861,False,-0.194297147989273,-0.5,-61.0,2,G1-1 (1861) 福島のセミドライりんご,True,-0.051063641722714305,9.0
20180216171141206-5-2.07471-07472-07473-07474-07475_2412-3008-3314.csv,0x107010145263633097661861,False,0.08991685032844554,0.0,-61.5,2,G1-1 (1861) 福島のセミドライりんご,True,0.023631236369255303,8.5
20180216171141206-5-2.07471-07472-07473-07474-07475_2412-3008-3314.csv,0x107010145263633097661861,False,0.1372858500480656,0.0,-61.5,2,G1-1 (1861) 福島のセミドライりんご,True,0.03608038271791691,8.5
20180216171141206-5-2.07471-07472-07473-07474-07475_2412-3008-3314.csv,0x107010145263633097661861,False,2.187686837911606,2.0,-68.0,2,G1-1 (1861) 福島のセミドライりんご,True,0.5749505746671257,2.0
20180216171141206-5-2.07471-07472-07473-07474-07475_2412-3008-3314.csv,0x107010145263633097661862,False,1.9305408394336698,1.5,-61.5,4,G1-1 (1862) 福島のセミドライりんご,True,0.5073694944886771,8.5
20180216171141206-5-2.07471-07472-07473-07474-07475_2412-3008-3314.csv,0x107010145263633097661862,False,2.02527883887291,2.0,-64.5,4,G1-1 (1862) 福島のセミドライりんご,True,0.5322677871860002,5.5
20180216171141206-5-2.07471-07472-07473-07474-07475_2412-3008-3314.csv,0x107010145263633097661862,False,3.3922128307819364,3.0,-62.5,2,G1-1 (1862) 福島のセミドライりんご,True,0.891514581818806,7.5
20180216171141206-5-2.07471-07472-07473-07474-07475_2412-3008-3314.csv,0x107010145263633097661863,False,-2.948466131687164,-3.0,-61.0,3,G1-1 (1863) 福島のセミドライりんご,True,-0.7748925794234667,9.0
20180216171141206-5-2.07471-07472-07473-07474-07475_2412-3008-3314.csv,0x107010145263633097661863,False,-2.914631131887436,-3.0,-61.5,3,G1-1 (1863) 福島のセミドライりんご,True,-0.7660003320315656,8.5
20180216171141206-5-2.07471-07472-07473-07474-07475_2412-3008-3314.csv,0x107010145263633097661863,False,-2.5830481338500975,-3.0,-61.5,3,G1-1 (1863) 福島のセミドライりんご,True,-0.6788563075909344,8.5
