csv,epc,count,mean,std,min,25%,50%,75%,max
TH_18_UL-21_newspaper_left.csv,0x000000000000000000006181,197.0,-22.66497461928934,3.8345158575232743,-30.0,-24.0,-20.0,-20.0,-18.0
TH_18_UL-21_newspaper_right.csv,0x000000000000000000006181,181.0,-23.701657458563535,3.0875102363864806,-28.0,-27.0,-26.0,-21.0,-20.0
TH_18_UL-21_onigiri_back.csv,0x000000000000000000006181,68.0,-19.676470588235293,0.8714574594319846,-23.0,-20.0,-20.0,-19.0,-18.0
TH_18_UL-21_onigiri_front.csv,0x000000000000000000006181,64.0,-20.21875,0.48693241276708477,-21.0,-20.25,-20.0,-20.0,-19.0
TH_18_UL-21_onigiri_left.csv,0x000000000000000000006181,61.0,-20.016393442622952,0.2882015081321009,-21.0,-20.0,-20.0,-20.0,-19.0
TH_18_UL-21_onigiri_right.csv,0x000000000000000000006181,92.0,-20.41304347826087,0.4950785022232263,-21.0,-21.0,-20.0,-20.0,-20.0
TH_18_UL-21_tokucha_front.csv,0x000000000000000000006181,7.0,-21.285714285714285,0.4879500364742666,-22.0,-21.5,-21.0,-21.0,-21.0
TH_18_UL-21_tokucha_left.csv,0x000000000000000000006181,86.0,-19.75581395348837,0.4321232534311835,-20.0,-20.0,-20.0,-20.0,-19.0
TH_18_UL-21_tokucha_right.csv,0x000000000000000000006181,66.0,-20.0,0.0,-20.0,-20.0,-20.0,-20.0,-20.0
TH_18_UL-21_umbrella_back.csv,0x000000000000000000006181,105.0,-25.123809523809523,0.5131958333521066,-26.0,-25.0,-25.0,-25.0,-24.0
TH_18_UL-21_umbrella_front.csv,0x000000000000000000006181,156.0,-23.987179487179485,1.8491050302072636,-29.0,-25.0,-24.0,-22.0,-21.0
TH_18_UL-21_umbrella_left.csv,0x000000000000000000006181,127.0,-25.944881889763778,1.936725622470284,-29.0,-28.0,-25.0,-24.0,-24.0
TH_18_UL-21_umbrella_right.csv,0x000000000000000000006181,103.0,-26.631067961165048,1.2679324784253316,-29.0,-27.5,-26.0,-26.0,-24.0
TH_19_AZ-9762_bento_back.csv.csv,0x000000000000000000006191,156.0,-26.92948717948718,2.366737728869408,-33.0,-26.0,-26.0,-26.0,-24.0
TH_19_AZ-9762_bento_front.csv.csv,0x000000000000000000006191,154.0,-28.98701298701299,1.2471510697104458,-33.0,-30.0,-29.0,-28.0,-26.0
TH_19_AZ-9762_bento_left.csv.csv,0x000000000000000000006191,175.0,-26.66857142857143,1.2335751771050625,-31.0,-27.0,-27.0,-26.0,-24.0
TH_19_AZ-9762_bento_right.csv.csv,0x000000000000000000006191,187.0,-26.887700534759357,2.024901047934057,-32.0,-28.0,-27.0,-26.0,-23.0
TH_19_AZ-9762_cupnoodle_back.csv.csv,0x000000000000000000006191,207.0,-20.057971014492754,1.531710681168688,-23.0,-21.0,-20.0,-19.0,-18.0
TH_19_AZ-9762_cupnoodle_front.csv.csv,0x000000000000000000006191,207.0,-19.07729468599034,1.6586977068295248,-22.0,-21.0,-20.0,-18.0,-17.0
TH_19_AZ-9762_cupnoodle_left.csv.csv,0x000000000000000000006191,208.0,-20.54326923076923,1.5566757857832323,-23.0,-22.0,-21.0,-19.5,-18.0
TH_19_AZ-9762_cupnoodle_right.csv.csv,0x000000000000000000006191,199.0,-20.582914572864322,2.7637460940656826,-28.0,-21.5,-19.0,-18.0,-17.0
TH_19_AZ-9762_melon_back.csv.csv,0x000000000000000000006191,167.0,-26.02994011976048,2.3035466361301418,-30.0,-28.0,-27.0,-23.0,-22.0
TH_19_AZ-9762_melon_front.csv.csv,0x000000000000000000006191,105.0,-23.79047619047619,1.291207232482888,-26.0,-25.0,-24.0,-23.0,-22.0
TH_19_AZ-9762_melon_left.csv.csv,0x000000000000000000006191,198.0,-22.833333333333332,3.446104252306727,-29.0,-26.0,-21.0,-19.25,-18.0
TH_19_AZ-9762_melon_right.csv.csv,0x000000000000000000006191,192.0,-22.328125,3.5582866376686852,-29.0,-26.0,-20.0,-19.0,-19.0
TH_19_AZ-9762_newspaper_back.csv.csv,0x000000000000000000006191,190.0,-25.389473684210525,0.9516872996079296,-27.0,-26.0,-25.0,-25.0,-23.0
TH_19_AZ-9762_newspaper_front.csv.csv,0x000000000000000000006191,201.0,-24.34825870646766,0.9633843743471879,-27.0,-25.0,-24.0,-24.0,-22.0
TH_19_AZ-9762_newspaper_left.csv.csv,0x000000000000000000006191,206.0,-21.946601941747574,3.182584178841283,-28.0,-25.0,-19.5,-19.0,-18.0
TH_19_AZ-9762_newspaper_right.csv.csv,0x000000000000000000006191,195.0,-22.323076923076922,3.2209415875714322,-27.0,-25.0,-20.0,-19.0,-18.0
TH_19_AZ-9762_onigiri_back.csv.csv,0x000000000000000000006191,51.0,-32.490196078431374,0.7841568470556851,-33.0,-33.0,-33.0,-32.0,-31.0
TH_19_AZ-9762_onigiri_left.csv.csv,0x000000000000000000006191,8.0,-31.0,0.0,-31.0,-31.0,-31.0,-31.0,-31.0
TH_19_AZ-9762_onigiri_right.csv.csv,0x000000000000000000006191,58.0,-31.24137931034483,0.8847706577172473,-32.0,-32.0,-32.0,-30.0,-30.0
TH_19_AZ-9762_tirol_back.csv.csv,0x000000000000000000006191,216.0,-24.319444444444443,2.419838869643754,-28.0,-27.0,-23.0,-22.0,-21.0
TH_19_AZ-9762_tirol_front.csv.csv,0x000000000000000000006191,208.0,-23.889423076923077,2.2548463434792176,-27.0,-26.0,-22.0,-22.0,-21.0
TH_19_AZ-9762_tirol_left.csv.csv,0x000000000000000000006191,212.0,-24.169811320754718,2.239125159703921,-28.0,-26.0,-23.0,-22.0,-21.0
TH_19_AZ-9762_tirol_right.csv.csv,0x000000000000000000006191,214.0,-24.27102803738318,2.45932199312674,-28.0,-27.0,-23.0,-22.0,-21.0
TH_19_AZ-9762_tokucha_front.csv.csv,0x000000000000000000006191,53.0,-32.113207547169814,0.3198784239297659,-33.0,-32.0,-32.0,-32.0,-32.0
TH_19_AZ-9762_tokucha_left.csv.csv,0x000000000000000000006191,53.0,-31.58490566037736,0.49745360294476554,-32.0,-32.0,-32.0,-31.0,-31.0
TH_19_AZ-9762_tokucha_right.csv.csv,0x000000000000000000006191,24.0,-32.75,0.4423258684646914,-33.0,-33.0,-33.0,-32.75,-32.0
TH_19_AZ-9762_umbrella_back.csv.csv,0x000000000000000000006191,179.0,-23.737430167597765,2.445655650558205,-29.0,-26.0,-23.0,-22.0,-20.0
TH_19_AZ-9762_umbrella_front.csv.csv,0x000000000000000000006191,188.0,-23.55851063829787,0.8907017691671293,-25.0,-24.0,-24.0,-23.0,-21.0
TH_19_AZ-9762_umbrella_left.csv.csv,0x000000000000000000006191,141.0,-23.53191489361702,2.0582697015050626,-27.0,-25.0,-23.0,-22.0,-21.0
TH_19_AZ-9762_umbrella_right.csv.csv,0x000000000000000000006191,181.0,-23.574585635359117,2.8404255294689875,-31.0,-25.0,-23.0,-21.0,-21.0
TH_19_AZ-9762_water2L_front.csv.csv,0x000000000000000000006191,1.0,-33.0,,-33.0,-33.0,-33.0,-33.0,-33.0
TH_19_AZ-9762_water2L_left.csv.csv,0x000000000000000000006191,40.0,-31.825,0.38480764425479286,-32.0,-32.0,-32.0,-32.0,-31.0
TH_1_ALN-9840_bento_back.csv,0x000000000000000000006011,159.0,-24.641509433962263,1.7905625269409375,-28.0,-27.0,-24.0,-23.0,-23.0
TH_1_ALN-9840_bento_front.csv,0x000000000000000000006011,220.0,-22.013636363636362,1.8542301272716102,-26.0,-23.0,-22.0,-21.0,-20.0
TH_1_ALN-9840_bento_left.csv,0x000000000000000000006011,223.0,-22.233183856502244,1.5766803412476955,-25.0,-24.0,-21.0,-21.0,-20.0
TH_1_ALN-9840_bento_right.csv,0x000000000000000000006011,209.0,-22.0,1.5,-25.0,-23.0,-22.0,-21.0,-20.0
TH_1_ALN-9840_cupnoodle_back.csv,0x000000000000000000006011,203.0,-18.70935960591133,1.3712973851642332,-20.0,-20.0,-19.0,-18.0,-16.0
TH_1_ALN-9840_cupnoodle_front.csv,0x000000000000000000006011,202.0,-18.42079207920792,1.1135365052811088,-20.0,-19.0,-18.0,-18.0,-17.0
TH_1_ALN-9840_cupnoodle_left.csv,0x000000000000000000006011,218.0,-18.74770642201835,1.425773059305228,-21.0,-20.0,-18.0,-18.0,-17.0
TH_1_ALN-9840_cupnoodle_right.csv,0x000000000000000000006011,157.0,-19.14012738853503,1.5168227535606857,-22.0,-21.0,-18.0,-18.0,-17.0
TH_1_ALN-9840_melon_back.csv,0x000000000000000000006011,145.0,-26.324137931034482,1.526992135160792,-29.0,-28.0,-26.0,-25.0,-24.0
TH_1_ALN-9840_melon_front.csv,0x000000000000000000006011,222.0,-23.243243243243242,1.9107517471423474,-27.0,-25.0,-24.0,-21.0,-21.0
TH_1_ALN-9840_melon_left.csv,0x000000000000000000006011,212.0,-21.15566037735849,2.595898339193457,-25.0,-23.0,-21.5,-19.0,-18.0
TH_1_ALN-9840_melon_right.csv,0x000000000000000000006011,209.0,-22.8133971291866,3.4008783424556714,-29.0,-26.0,-21.0,-19.0,-19.0
TH_1_ALN-9840_newspaper_back.csv,0x000000000000000000006011,207.0,-20.845410628019323,2.7703817865390814,-26.0,-22.5,-21.0,-20.0,-17.0
TH_1_ALN-9840_newspaper_front.csv,0x000000000000000000006011,211.0,-20.563981042654028,1.7291427217034039,-24.0,-22.0,-21.0,-19.0,-18.0
TH_1_ALN-9840_newspaper_left.csv,0x000000000000000000006011,199.0,-20.14572864321608,2.7384042663554227,-24.0,-23.0,-22.0,-17.0,-17.0
TH_1_ALN-9840_newspaper_right.csv,0x000000000000000000006011,211.0,-20.644549763033176,2.2869622524082955,-24.0,-23.0,-19.0,-18.0,-18.0
TH_1_ALN-9840_onigiri_back.csv,0x000000000000000000006011,113.0,-25.575221238938052,1.1402170042091708,-27.0,-27.0,-26.0,-25.0,-23.0
TH_1_ALN-9840_onigiri_front.csv,0x000000000000000000006011,101.0,-30.99009900990099,1.694078212509389,-33.0,-33.0,-30.0,-30.0,-28.0
TH_1_ALN-9840_onigiri_left.csv,0x000000000000000000006011,113.0,-28.106194690265486,2.3274865039443267,-33.0,-28.0,-27.0,-27.0,-24.0
TH_1_ALN-9840_onigiri_right.csv,0x000000000000000000006011,95.0,-28.0,0.5457768229098153,-29.0,-28.0,-28.0,-28.0,-27.0
TH_1_ALN-9840_tokucha_front.csv,0x000000000000000000006011,80.0,-32.2125,0.41165765548141553,-33.0,-32.0,-32.0,-32.0,-32.0
TH_1_ALN-9840_tokucha_left.csv,0x000000000000000000006011,44.0,-30.522727272727273,0.8487648033065012,-31.0,-31.0,-31.0,-30.75,-29.0
TH_1_ALN-9840_tokucha_right.csv,0x000000000000000000006011,39.0,-30.846153846153847,0.3655177681951957,-31.0,-31.0,-31.0,-31.0,-30.0
TH_1_ALN-9840_umbrella_back.csv,0x000000000000000000006011,199.0,-24.758793969849247,0.6606627776877095,-29.0,-25.0,-25.0,-24.0,-24.0
TH_1_ALN-9840_umbrella_front.csv,0x000000000000000000006011,199.0,-23.241206030150753,1.7843626462400468,-27.0,-24.0,-23.0,-21.0,-20.0
TH_1_ALN-9840_umbrella_left.csv,0x000000000000000000006011,199.0,-23.492462311557787,1.6632369156899514,-26.0,-25.0,-24.0,-21.0,-21.0
TH_1_ALN-9840_umbrella_right.csv,0x000000000000000000006011,183.0,-22.950819672131146,2.097299908659616,-29.0,-25.0,-22.0,-21.0,-20.0
TH_1_ALN-9840_water2L_front.csv,0x000000000000000000006011,21.0,-32.80952380952381,0.6015852075182383,-33.0,-33.0,-33.0,-33.0,-31.0
TH_1_ALN-9840_water2L_left.csv,0x000000000000000000006011,41.0,-30.73170731707317,0.8667292034973332,-33.0,-31.0,-31.0,-31.0,-29.0
TH_1_ALN-9840_water2L_right.csv,0x000000000000000000006011,20.0,-33.6,0.7539370349250519,-34.0,-34.0,-34.0,-33.75,-32.0
TH_2_ALN-9740_bento_back.csv,0x000000000000000000006021,83.0,-27.80722891566265,1.5653085983071116,-30.0,-30.0,-27.0,-27.0,-26.0
TH_2_ALN-9740_bento_front.csv,0x000000000000000000006021,73.0,-28.78082191780822,2.4395273639606785,-33.0,-32.0,-28.0,-27.0,-27.0
TH_2_ALN-9740_bento_left.csv,0x000000000000000000006021,154.0,-26.766233766233768,2.325736113120313,-32.0,-28.0,-26.0,-25.0,-24.0
TH_2_ALN-9740_bento_right.csv,0x000000000000000000006021,124.0,-26.508064516129032,1.7507070243860694,-33.0,-28.0,-26.0,-25.0,-24.0
TH_2_ALN-9740_cupnoodle_back.csv,0x000000000000000000006021,189.0,-20.53968253968254,3.6604211338869583,-28.0,-22.0,-19.0,-17.0,-17.0
TH_2_ALN-9740_cupnoodle_front.csv,0x000000000000000000006021,197.0,-19.258883248730964,2.27205399556185,-22.0,-21.0,-21.0,-17.0,-17.0
TH_2_ALN-9740_cupnoodle_left.csv,0x000000000000000000006021,205.0,-19.95609756097561,2.4036378455158305,-24.0,-21.0,-20.0,-18.0,-17.0
TH_2_ALN-9740_cupnoodle_right.csv,0x000000000000000000006021,206.0,-20.475728155339805,2.3325675592408732,-24.0,-22.0,-21.0,-18.0,-17.0
TH_2_ALN-9740_melon_back.csv,0x000000000000000000006021,129.0,-24.302325581395348,1.584123629777236,-28.0,-25.0,-24.0,-23.0,-22.0
TH_2_ALN-9740_melon_front.csv,0x000000000000000000006021,148.0,-23.804054054054053,1.9260434358513758,-26.0,-25.0,-25.0,-21.75,-21.0
TH_2_ALN-9740_melon_left.csv,0x000000000000000000006021,152.0,-20.289473684210527,3.083026763716618,-25.0,-24.0,-19.0,-17.0,-17.0
TH_2_ALN-9740_melon_right.csv,0x000000000000000000006021,163.0,-21.32515337423313,3.0284320100167514,-27.0,-25.0,-19.0,-19.0,-18.0
TH_2_ALN-9740_newspaper_back.csv,0x000000000000000000006021,182.0,-19.71978021978022,3.1820532577025156,-27.0,-20.0,-20.0,-16.0,-16.0
TH_2_ALN-9740_newspaper_front.csv,0x000000000000000000006021,188.0,-19.648936170212767,2.140555411999373,-24.0,-21.25,-19.0,-19.0,-16.0
TH_2_ALN-9740_newspaper_left.csv,0x000000000000000000006021,152.0,-19.94078947368421,2.5325262957823047,-24.0,-23.0,-18.0,-18.0,-17.0
TH_2_ALN-9740_newspaper_right.csv,0x000000000000000000006021,195.0,-20.435897435897434,2.6123701742997105,-25.0,-22.0,-21.0,-18.0,-17.0
TH_2_ALN-9740_onigiri_back.csv,0x000000000000000000006021,132.0,-26.015151515151516,3.540355889482886,-32.0,-31.0,-25.0,-23.0,-23.0
TH_2_ALN-9740_onigiri_front.csv,0x000000000000000000006021,90.0,-29.41111111111111,0.9817943266668203,-31.0,-30.0,-29.5,-29.0,-28.0
TH_2_ALN-9740_onigiri_left.csv,0x000000000000000000006021,95.0,-25.96842105263158,2.915303099379924,-32.0,-26.0,-25.0,-24.0,-22.0
TH_2_ALN-9740_onigiri_right.csv,0x000000000000000000006021,98.0,-27.979591836734695,1.6244243506117817,-32.0,-28.0,-27.0,-27.0,-27.0
TH_2_ALN-9740_tokucha_front.csv,0x000000000000000000006021,66.0,-28.727272727272727,1.2095193520308232,-31.0,-29.0,-29.0,-28.0,-27.0
TH_2_ALN-9740_tokucha_left.csv,0x000000000000000000006021,70.0,-26.814285714285713,0.4902781565677321,-28.0,-27.0,-27.0,-27.0,-26.0
TH_2_ALN-9740_tokucha_right.csv,0x000000000000000000006021,45.0,-28.6,0.6875516509523288,-30.0,-29.0,-29.0,-28.0,-27.0
TH_2_ALN-9740_umbrella_back.csv,0x000000000000000000006021,181.0,-23.834254143646408,1.8871313095533704,-29.0,-24.0,-24.0,-22.0,-21.0
TH_2_ALN-9740_umbrella_front.csv,0x000000000000000000006021,189.0,-25.238095238095237,2.3568434920886454,-28.0,-27.0,-26.0,-22.0,-21.0
TH_2_ALN-9740_umbrella_left.csv,0x000000000000000000006021,194.0,-23.90721649484536,1.6324588036557746,-27.0,-25.0,-24.0,-23.0,-22.0
TH_2_ALN-9740_umbrella_right.csv,0x000000000000000000006021,200.0,-23.13,1.794211799063727,-27.0,-23.25,-23.0,-21.75,-20.0
TH_2_ALN-9740_water2L_left.csv,0x000000000000000000006021,7.0,-29.571428571428573,0.5345224838248488,-30.0,-30.0,-30.0,-29.0,-29.0
TH_3_ALN-9741-R_bento_back.csv,0x000000000000000000006031,130.0,-20.146153846153847,0.35462696770748114,-21.0,-20.0,-20.0,-20.0,-20.0
TH_3_ALN-9741-R_bento_front.csv,0x000000000000000000006031,112.0,-22.8125,0.9254290458586866,-25.0,-23.0,-23.0,-22.0,-22.0
TH_3_ALN-9741-R_bento_left.csv,0x000000000000000000006031,142.0,-21.661971830985916,0.47471266327754136,-22.0,-22.0,-22.0,-21.0,-21.0
TH_3_ALN-9741-R_bento_right.csv,0x000000000000000000006031,186.0,-20.623655913978496,1.7330739975444875,-23.0,-23.0,-20.0,-19.0,-19.0
TH_3_ALN-9741-R_cupnoodle_back.csv,0x000000000000000000006031,192.0,-18.442708333333332,2.321501806374111,-22.0,-20.25,-18.5,-16.0,-16.0
TH_3_ALN-9741-R_cupnoodle_front.csv,0x000000000000000000006031,194.0,-17.510309278350515,1.7132210390728195,-21.0,-19.0,-16.0,-16.0,-15.0
TH_3_ALN-9741-R_cupnoodle_left.csv,0x000000000000000000006031,210.0,-17.285714285714285,1.60271471679501,-20.0,-19.0,-18.0,-16.0,-15.0
TH_3_ALN-9741-R_cupnoodle_right.csv,0x000000000000000000006031,209.0,-18.52153110047847,1.6439766369758217,-22.0,-19.0,-18.0,-17.0,-16.0
TH_3_ALN-9741-R_melon_back.csv,0x000000000000000000006031,146.0,-21.91780821917808,1.2401715638547957,-24.0,-23.0,-22.0,-21.0,-19.0
TH_3_ALN-9741-R_melon_front.csv,0x000000000000000000006031,68.0,-21.705882352941178,0.8648841442456416,-24.0,-22.0,-22.0,-21.0,-20.0
TH_3_ALN-9741-R_melon_left.csv,0x000000000000000000006031,192.0,-18.557291666666668,1.481773720752039,-20.0,-20.0,-19.0,-17.75,-16.0
TH_3_ALN-9741-R_melon_right.csv,0x000000000000000000006031,194.0,-18.896907216494846,2.0510810296793123,-22.0,-21.0,-20.0,-17.0,-16.0
TH_3_ALN-9741-R_newspaper_back.csv,0x000000000000000000006031,197.0,-18.3502538071066,2.462817872687462,-22.0,-21.0,-19.0,-15.0,-15.0
TH_3_ALN-9741-R_newspaper_front.csv,0x000000000000000000006031,198.0,-16.671717171717173,1.9271788594083177,-19.0,-18.0,-18.0,-15.0,-14.0
TH_3_ALN-9741-R_newspaper_left.csv,0x000000000000000000006031,199.0,-17.85427135678392,2.9204727282234013,-23.0,-20.0,-18.0,-17.0,-13.0
TH_3_ALN-9741-R_newspaper_right.csv,0x000000000000000000006031,143.0,-19.272727272727273,2.2772042971616613,-24.0,-21.0,-21.0,-17.0,-16.0
TH_3_ALN-9741-R_onigiri_back.csv,0x000000000000000000006031,131.0,-23.221374045801525,2.035417463647492,-26.0,-25.0,-24.0,-21.0,-20.0
TH_3_ALN-9741-R_onigiri_front.csv,0x000000000000000000006031,39.0,-24.358974358974358,0.8106910465827577,-26.0,-24.5,-24.0,-24.0,-23.0
TH_3_ALN-9741-R_onigiri_left.csv,0x000000000000000000006031,60.0,-20.966666666666665,0.18102033471939266,-21.0,-21.0,-21.0,-21.0,-20.0
TH_3_ALN-9741-R_onigiri_right.csv,0x000000000000000000006031,139.0,-21.8705035971223,1.5688754043604791,-26.0,-22.0,-21.0,-21.0,-20.0
TH_3_ALN-9741-R_tokucha_front.csv,0x000000000000000000006031,42.0,-28.142857142857142,0.41739193556484105,-29.0,-28.0,-28.0,-28.0,-27.0
TH_3_ALN-9741-R_tokucha_left.csv,0x000000000000000000006031,68.0,-25.470588235294116,0.5028452845140672,-26.0,-26.0,-25.0,-25.0,-25.0
TH_3_ALN-9741-R_tokucha_right.csv,0x000000000000000000006031,52.0,-28.23076923076923,0.67491131197713,-29.0,-29.0,-28.0,-28.0,-27.0
TH_3_ALN-9741-R_umbrella_back.csv,0x000000000000000000006031,191.0,-19.785340314136125,1.0366924958468458,-21.0,-20.5,-20.0,-19.0,-18.0
TH_3_ALN-9741-R_umbrella_front.csv,0x000000000000000000006031,199.0,-19.698492462311556,1.282968361598248,-22.0,-20.5,-20.0,-19.0,-18.0
TH_3_ALN-9741-R_umbrella_left.csv,0x000000000000000000006031,160.0,-18.94375,0.810674654979676,-20.0,-20.0,-19.0,-18.0,-18.0
TH_3_ALN-9741-R_umbrella_right.csv,0x000000000000000000006031,176.0,-19.397727272727273,1.031390437112074,-22.0,-20.0,-20.0,-18.0,-18.0
TH_3_ALN-9741-R_water2L_back.csv,0x000000000000000000006031,40.0,-29.225,0.8911962574151492,-30.0,-30.0,-29.0,-29.0,-27.0
TH_3_ALN-9741-R_water2L_left.csv,0x000000000000000000006031,60.0,-27.0,0.6638357975446149,-28.0,-27.0,-27.0,-27.0,-26.0
TH_3_ALN-9741-R_water2L_right.csv,0x000000000000000000006031,76.0,-27.289473684210527,0.6494261974735176,-28.0,-28.0,-27.0,-27.0,-26.0
TH_4_AD-229r6P_bento_back.csv,0x000000000000000000006041,166.0,-22.08433734939759,4.571863407056079,-30.0,-26.0,-22.0,-16.0,-15.0
TH_4_AD-229r6P_bento_front.csv,0x000000000000000000006041,183.0,-19.6775956284153,4.511266812456074,-30.0,-21.0,-20.0,-14.0,-14.0
TH_4_AD-229r6P_bento_left.csv,0x000000000000000000006041,108.0,-20.185185185185187,0.8875899127617515,-21.0,-21.0,-20.5,-19.0,-19.0
TH_4_AD-229r6P_bento_right.csv,0x000000000000000000006041,185.0,-20.94054054054054,3.136691993605635,-25.0,-24.0,-19.0,-17.0,-17.0
TH_4_AD-229r6P_cupnoodle_back.csv,0x000000000000000000006041,201.0,-16.29353233830846,3.332927836032313,-21.0,-20.0,-18.0,-13.0,-12.0
TH_4_AD-229r6P_cupnoodle_front.csv,0x000000000000000000006041,195.0,-14.994871794871795,2.1430718772611406,-18.0,-17.0,-16.0,-13.0,-12.0
TH_4_AD-229r6P_cupnoodle_left.csv,0x000000000000000000006041,211.0,-17.265402843601894,3.1796506552332464,-22.0,-22.0,-18.0,-14.5,-13.0
TH_4_AD-229r6P_cupnoodle_right.csv,0x000000000000000000006041,192.0,-16.6875,3.281911395570722,-21.0,-19.25,-16.5,-13.75,-13.0
TH_4_AD-229r6P_melon_back.csv,0x000000000000000000006041,121.0,-23.793388429752067,2.2320295524174867,-32.0,-24.0,-23.0,-23.0,-22.0
TH_4_AD-229r6P_melon_front.csv,0x000000000000000000006041,165.0,-25.606060606060606,0.8744124835719461,-27.0,-26.0,-26.0,-25.0,-23.0
TH_4_AD-229r6P_melon_left.csv,0x000000000000000000006041,135.0,-24.251851851851853,4.245662437138304,-31.0,-26.0,-25.0,-20.0,-19.0
TH_4_AD-229r6P_melon_right.csv,0x000000000000000000006041,185.0,-19.9027027027027,4.876880155079014,-26.0,-24.0,-23.0,-16.0,-14.0
TH_4_AD-229r6P_newspaper_back.csv,0x000000000000000000006041,173.0,-19.439306358381504,2.2316600307412813,-31.0,-20.0,-19.0,-18.0,-18.0
TH_4_AD-229r6P_newspaper_front.csv,0x000000000000000000006041,134.0,-19.761194029850746,3.8254767347068808,-31.0,-24.0,-18.0,-16.0,-16.0
TH_4_AD-229r6P_newspaper_left.csv,0x000000000000000000006041,195.0,-19.323076923076922,3.5801904529814244,-25.0,-21.0,-18.0,-17.0,-15.0
TH_4_AD-229r6P_newspaper_right.csv,0x000000000000000000006041,193.0,-18.518134715025905,2.868821738842856,-23.0,-22.0,-19.0,-17.0,-15.0
TH_4_AD-229r6P_norishio_right.csv,0x000000000000000000006041,25.0,-33.16,0.37416573867739417,-34.0,-33.0,-33.0,-33.0,-33.0
TH_4_AD-229r6P_onigiri_back.csv,0x000000000000000000006041,95.0,-28.936842105263157,1.2099808888572479,-33.0,-29.0,-29.0,-28.0,-28.0
TH_4_AD-229r6P_onigiri_front.csv,0x000000000000000000006041,22.0,-32.63636363636363,0.9534625892455926,-34.0,-34.0,-32.0,-32.0,-32.0
TH_4_AD-229r6P_onigiri_left.csv,0x000000000000000000006041,56.0,-30.928571428571427,2.197991999796368,-34.0,-34.0,-29.0,-29.0,-29.0
TH_4_AD-229r6P_onigiri_right.csv,0x000000000000000000006041,56.0,-29.642857142857142,0.5855400437691202,-31.0,-30.0,-30.0,-29.0,-29.0
TH_4_AD-229r6P_tokucha_back.csv,0x000000000000000000006041,3.0,-34.0,0.0,-34.0,-34.0,-34.0,-34.0,-34.0
TH_4_AD-229r6P_tokucha_front.csv,0x000000000000000000006041,111.0,-29.54954954954955,1.7148481975686194,-33.0,-32.0,-29.0,-28.0,-28.0
TH_4_AD-229r6P_tokucha_left.csv,0x000000000000000000006041,74.0,-30.14864864864865,0.8550003193531802,-32.0,-31.0,-30.0,-29.25,-28.0
TH_4_AD-229r6P_tokucha_right.csv,0x000000000000000000006041,77.0,-29.7012987012987,0.6701322545221375,-31.0,-30.0,-30.0,-29.0,-27.0
TH_4_AD-229r6P_umbrella_back.csv,0x000000000000000000006041,204.0,-21.225490196078432,1.8107879391288595,-24.0,-23.0,-21.0,-19.0,-19.0
TH_4_AD-229r6P_umbrella_front.csv,0x000000000000000000006041,185.0,-23.356756756756756,1.8124779669636137,-26.0,-25.0,-23.0,-22.0,-20.0
TH_4_AD-229r6P_umbrella_left.csv,0x000000000000000000006041,164.0,-21.286585365853657,5.0443009741510565,-27.0,-25.0,-25.0,-15.0,-15.0
TH_4_AD-229r6P_umbrella_right.csv,0x000000000000000000006041,148.0,-23.175675675675677,3.713765927395797,-29.0,-27.0,-24.0,-20.0,-17.0
TH_4_AD-229r6P_water2L_back.csv,0x000000000000000000006041,67.0,-31.44776119402985,1.448966006351491,-35.0,-33.0,-31.0,-30.0,-30.0
TH_4_AD-229r6P_water2L_front.csv,0x000000000000000000006041,116.0,-30.24137931034483,2.1125739077585273,-34.0,-33.0,-29.0,-29.0,-28.0
TH_4_AD-229r6P_water2L_left.csv,0x000000000000000000006041,95.0,-29.357894736842105,0.8368607687355162,-31.0,-30.0,-29.0,-29.0,-27.0
TH_4_AD-229r6P_water2L_right.csv,0x000000000000000000006041,64.0,-30.09375,1.4222578740571137,-32.0,-32.0,-29.0,-29.0,-29.0
TH_5_SLIM_bento_back.csv,0x000000000000000000006051,93.0,-26.956989247311828,3.2198905547651373,-32.0,-30.0,-29.0,-24.0,-22.0
TH_5_SLIM_bento_front.csv,0x000000000000000000006051,178.0,-24.280898876404493,1.5837362963520518,-28.0,-25.0,-24.0,-23.0,-22.0
TH_5_SLIM_bento_left.csv,0x000000000000000000006051,128.0,-26.046875,1.0413450947208676,-28.0,-26.0,-26.0,-25.0,-25.0
TH_5_SLIM_bento_right.csv,0x000000000000000000006051,160.0,-25.65,1.6376083189484918,-29.0,-26.0,-26.0,-24.0,-22.0
TH_5_SLIM_cupnoodle_back.csv,0x000000000000000000006051,178.0,-21.314606741573034,1.9977134138865105,-24.0,-23.0,-23.0,-19.0,-19.0
TH_5_SLIM_cupnoodle_front.csv,0x000000000000000000006051,173.0,-21.705202312138727,3.1493496171681885,-26.0,-25.0,-20.0,-18.0,-18.0
TH_5_SLIM_cupnoodle_left.csv,0x000000000000000000006051,180.0,-21.25,2.163369500978823,-24.0,-23.0,-21.5,-19.0,-19.0
TH_5_SLIM_cupnoodle_right.csv,0x000000000000000000006051,177.0,-22.7909604519774,2.606008721906806,-27.0,-25.0,-24.0,-20.0,-20.0
TH_5_SLIM_melon_back.csv,0x000000000000000000006051,30.0,-29.3,0.8366600265340753,-32.0,-30.0,-29.0,-29.0,-28.0
