csv,epc,count,mean,std,min,25%,50%,75%,max
TH_10_ALN-9762-FRA_bento_back.csv.csv,0x000000000000000000006101,142.0,-26.62676056338028,2.3718477548212773,-31.0,-27.0,-27.0,-25.0,-24.0
TH_10_ALN-9762-FRA_bento_front.csv.csv,0x000000000000000000006101,102.0,-27.264705882352942,1.4820808932121279,-30.0,-29.0,-27.0,-26.0,-25.0
TH_10_ALN-9762-FRA_bento_left.csv.csv,0x000000000000000000006101,143.0,-24.90909090909091,2.7981610936044845,-31.0,-26.0,-24.0,-22.0,-22.0
TH_10_ALN-9762-FRA_bento_right.csv.csv,0x000000000000000000006101,190.0,-24.852631578947367,2.272301218261064,-31.0,-26.0,-25.0,-23.0,-21.0
TH_10_ALN-9762-FRA_cupnoodle_back.csv.csv,0x000000000000000000006101,222.0,-20.50900900900901,2.2826137891298455,-25.0,-21.0,-20.0,-18.25,-17.0
TH_10_ALN-9762-FRA_cupnoodle_front.csv.csv,0x000000000000000000006101,196.0,-19.209183673469386,1.6083491606306488,-23.0,-21.0,-18.5,-18.0,-17.0
TH_10_ALN-9762-FRA_cupnoodle_left.csv.csv,0x000000000000000000006101,208.0,-19.721153846153847,1.5785808508869814,-22.0,-21.0,-19.5,-18.0,-18.0
TH_10_ALN-9762-FRA_cupnoodle_right.csv.csv,0x000000000000000000006101,196.0,-19.897959183673468,1.1590428935525698,-22.0,-21.0,-20.0,-19.0,-18.0
TH_10_ALN-9762-FRA_melon_back.csv.csv,0x000000000000000000006101,113.0,-25.168141592920353,1.469345425613883,-29.0,-26.0,-25.0,-24.0,-23.0
TH_10_ALN-9762-FRA_melon_front.csv.csv,0x000000000000000000006101,196.0,-23.709183673469386,2.325360153398631,-28.0,-25.0,-25.0,-20.0,-19.0
TH_10_ALN-9762-FRA_melon_left.csv.csv,0x000000000000000000006101,196.0,-21.6734693877551,3.6550646567758456,-28.0,-25.0,-19.0,-18.0,-17.0
TH_10_ALN-9762-FRA_melon_right.csv.csv,0x000000000000000000006101,190.0,-22.152631578947368,3.7378187936880005,-29.0,-26.0,-21.5,-19.0,-18.0
TH_10_ALN-9762-FRA_newspaper_back.csv.csv,0x000000000000000000006101,168.0,-25.976190476190474,1.049393214762796,-31.0,-27.0,-26.0,-25.0,-25.0
TH_10_ALN-9762-FRA_newspaper_front.csv.csv,0x000000000000000000006101,209.0,-24.425837320574164,1.905332191999523,-30.0,-25.0,-24.0,-23.0,-21.0
TH_10_ALN-9762-FRA_newspaper_left.csv.csv,0x000000000000000000006101,211.0,-20.369668246445496,2.6736508629651974,-25.0,-23.0,-19.0,-18.0,-18.0
TH_10_ALN-9762-FRA_newspaper_right.csv.csv,0x000000000000000000006101,214.0,-22.35514018691589,2.9383408062834357,-27.0,-25.0,-22.5,-19.0,-19.0
TH_10_ALN-9762-FRA_onigiri_front.csv.csv,0x000000000000000000006101,100.0,-30.06,0.7890667035341575,-31.0,-31.0,-30.0,-29.0,-29.0
TH_10_ALN-9762-FRA_onigiri_left.csv.csv,0x000000000000000000006101,8.0,-31.0,0.0,-31.0,-31.0,-31.0,-31.0,-31.0
TH_10_ALN-9762-FRA_onigiri_right.csv.csv,0x000000000000000000006101,46.0,-31.152173913043477,0.5149926128638622,-32.0,-31.0,-31.0,-31.0,-30.0
TH_10_ALN-9762-FRA_tirol_back.csv.csv,0x000000000000000000006101,187.0,-23.898395721925134,2.230132739571937,-28.0,-25.0,-24.0,-21.0,-20.0
TH_10_ALN-9762-FRA_tirol_front.csv.csv,0x000000000000000000006101,196.0,-22.948979591836736,2.4024451176189445,-27.0,-25.0,-22.5,-21.0,-20.0
TH_10_ALN-9762-FRA_tirol_left.csv.csv,0x000000000000000000006101,220.0,-23.618181818181817,2.406163388030044,-28.0,-25.0,-24.0,-21.0,-20.0
TH_10_ALN-9762-FRA_tirol_right.csv.csv,0x000000000000000000006101,210.0,-23.552380952380954,2.7581317870361763,-29.0,-25.0,-23.0,-21.0,-19.0
TH_10_ALN-9762-FRA_tokucha_front.csv.csv,0x000000000000000000006101,103.0,-29.45631067961165,1.0457823699398394,-33.0,-30.0,-29.0,-29.0,-28.0
TH_10_ALN-9762-FRA_tokucha_left.csv.csv,0x000000000000000000006101,108.0,-30.203703703703702,1.8021755246557964,-33.0,-32.0,-30.0,-29.0,-27.0
TH_10_ALN-9762-FRA_tokucha_right.csv.csv,0x000000000000000000006101,83.0,-28.373493975903614,0.7442600413226608,-32.0,-29.0,-28.0,-28.0,-27.0
TH_10_ALN-9762-FRA_umbrella_back.csv.csv,0x000000000000000000006101,231.0,-23.7012987012987,1.4808775459307175,-26.0,-25.0,-24.0,-22.0,-21.0
TH_10_ALN-9762-FRA_umbrella_front.csv.csv,0x000000000000000000006101,151.0,-26.47019867549669,1.2638984506669182,-30.0,-27.0,-27.0,-26.0,-23.0
TH_10_ALN-9762-FRA_umbrella_left.csv.csv,0x000000000000000000006101,157.0,-25.554140127388536,1.673300532643832,-29.0,-26.0,-26.0,-24.0,-23.0
TH_10_ALN-9762-FRA_umbrella_right.csv.csv,0x000000000000000000006101,240.0,-24.520833333333332,1.1460242962464495,-27.0,-25.0,-25.0,-24.0,-22.0
TH_10_ALN-9762-FRA_water2L_back.csv.csv,0x000000000000000000006101,85.0,-29.694117647058825,0.6176670665026723,-31.0,-30.0,-30.0,-29.0,-29.0
TH_10_ALN-9762-FRA_water2L_front.csv.csv,0x000000000000000000006101,35.0,-31.771428571428572,0.5983169672316762,-32.0,-32.0,-32.0,-32.0,-30.0
TH_10_ALN-9762-FRA_water2L_left.csv.csv,0x000000000000000000006101,44.0,-30.772727272727273,0.5222329678670932,-31.0,-31.0,-31.0,-31.0,-29.0
TH_10_ALN-9762-FRA_water2L_right.csv.csv,0x000000000000000000006101,58.0,-31.20689655172414,0.7893728509916194,-32.0,-32.0,-31.0,-31.0,-29.0
TH_11_ALN-9630-FR_bento_back.csv,0x000000000000000000006111,28.0,-31.285714285714285,0.5998236072282915,-33.0,-31.0,-31.0,-31.0,-31.0
TH_11_ALN-9630-FR_bento_front.csv,0x000000000000000000006111,72.0,-30.055555555555557,1.0600144682627914,-32.0,-31.0,-30.0,-29.0,-29.0
TH_11_ALN-9630-FR_bento_left.csv,0x000000000000000000006111,104.0,-29.58653846153846,1.3042914746840648,-33.0,-30.0,-29.0,-29.0,-28.0
TH_11_ALN-9630-FR_bento_right.csv,0x000000000000000000006111,96.0,-28.9375,1.3043449656719208,-33.0,-29.25,-28.5,-28.0,-28.0
TH_11_ALN-9630-FR_cupnoodle_back.csv,0x000000000000000000006111,206.0,-21.800970873786408,3.1521110276852307,-26.0,-25.0,-23.0,-19.0,-18.0
TH_11_ALN-9630-FR_cupnoodle_front.csv,0x000000000000000000006111,210.0,-20.004761904761907,2.0923593492487584,-23.0,-22.0,-20.0,-18.0,-17.0
TH_11_ALN-9630-FR_cupnoodle_left.csv,0x000000000000000000006111,215.0,-20.930232558139537,2.122370267682013,-24.0,-23.0,-21.0,-19.0,-18.0
TH_11_ALN-9630-FR_cupnoodle_right.csv,0x000000000000000000006111,205.0,-22.346341463414635,3.8707106279317873,-30.0,-25.0,-20.0,-19.0,-18.0
TH_11_ALN-9630-FR_melon_back.csv,0x000000000000000000006111,109.0,-29.6697247706422,1.07199231160489,-33.0,-30.0,-29.0,-29.0,-28.0
TH_11_ALN-9630-FR_melon_front.csv,0x000000000000000000006111,136.0,-26.147058823529413,1.6976210446766322,-30.0,-27.0,-26.0,-25.0,-23.0
TH_11_ALN-9630-FR_melon_left.csv,0x000000000000000000006111,177.0,-25.887005649717516,3.6210716276984147,-31.0,-29.0,-27.0,-21.0,-20.0
TH_11_ALN-9630-FR_melon_right.csv,0x000000000000000000006111,196.0,-25.489795918367346,3.195332807863507,-32.0,-29.0,-23.0,-23.0,-22.0
TH_11_ALN-9630-FR_newspaper_back.csv,0x000000000000000000006111,206.0,-23.339805825242717,3.4740947880359605,-32.0,-25.0,-21.0,-21.0,-20.0
TH_11_ALN-9630-FR_newspaper_front.csv,0x000000000000000000006111,183.0,-24.262295081967213,3.4477336369170866,-30.0,-26.0,-25.0,-20.0,-19.0
TH_11_ALN-9630-FR_newspaper_left.csv,0x000000000000000000006111,169.0,-24.384615384615383,3.4295633485773056,-33.0,-27.0,-22.0,-22.0,-21.0
TH_11_ALN-9630-FR_newspaper_right.csv,0x000000000000000000006111,190.0,-22.026315789473685,2.7591774913640306,-26.0,-24.75,-23.0,-19.0,-19.0
TH_11_ALN-9630-FR_onigiri_back.csv,0x000000000000000000006111,87.0,-32.60919540229885,0.5778130750909469,-33.0,-33.0,-33.0,-32.0,-31.0
TH_11_ALN-9630-FR_onigiri_front.csv,0x000000000000000000006111,39.0,-31.256410256410255,1.4639159581491061,-33.0,-33.0,-30.0,-30.0,-30.0
TH_11_ALN-9630-FR_onigiri_left.csv,0x000000000000000000006111,4.0,-32.0,0.0,-32.0,-32.0,-32.0,-32.0,-32.0
TH_11_ALN-9630-FR_onigiri_right.csv,0x000000000000000000006111,15.0,-31.0,0.0,-31.0,-31.0,-31.0,-31.0,-31.0
TH_11_ALN-9630-FR_tokucha_right.csv,0x000000000000000000006111,4.0,-32.75,0.5,-33.0,-33.0,-33.0,-32.75,-32.0
TH_11_ALN-9630-FR_umbrella_back.csv,0x000000000000000000006111,126.0,-29.404761904761905,1.4652157325312685,-31.0,-31.0,-30.0,-28.0,-26.0
TH_11_ALN-9630-FR_umbrella_front.csv,0x000000000000000000006111,38.0,-30.55263157894737,0.6450379591198862,-32.0,-31.0,-30.0,-30.0,-30.0
TH_11_ALN-9630-FR_umbrella_left.csv,0x000000000000000000006111,133.0,-28.42105263157895,2.064162190875328,-31.0,-31.0,-29.0,-26.0,-25.0
TH_11_ALN-9630-FR_umbrella_right.csv,0x000000000000000000006111,104.0,-28.009615384615383,1.0473748256436586,-29.0,-29.0,-28.0,-27.0,-26.0
TH_11_ALN-9630-FR_water2L_front.csv,0x000000000000000000006111,18.0,-33.0,0.0,-33.0,-33.0,-33.0,-33.0,-33.0
TH_12_ALN-9715Glint_bento_back.csv,0x000000000000000000006121,75.0,-27.84,0.8389182223457681,-29.0,-28.0,-28.0,-27.0,-26.0
TH_12_ALN-9715Glint_bento_front.csv,0x000000000000000000006121,67.0,-26.970149253731343,0.8343051773187982,-29.0,-27.0,-27.0,-26.5,-26.0
TH_12_ALN-9715Glint_bento_left.csv,0x000000000000000000006121,69.0,-26.768115942028984,0.9723368990135528,-29.0,-27.0,-27.0,-26.0,-24.0
TH_12_ALN-9715Glint_bento_right.csv,0x000000000000000000006121,43.0,-26.813953488372093,0.8239224984787384,-28.0,-27.0,-27.0,-26.5,-25.0
TH_12_ALN-9715Glint_cupnoodle_back.csv,0x000000000000000000006121,168.0,-25.482142857142858,2.147197628565276,-28.0,-27.0,-26.0,-23.0,-22.0
TH_12_ALN-9715Glint_cupnoodle_front.csv,0x000000000000000000006121,161.0,-23.32919254658385,2.1557376855601174,-29.0,-25.0,-22.0,-22.0,-21.0
TH_12_ALN-9715Glint_cupnoodle_left.csv,0x000000000000000000006121,119.0,-26.369747899159663,1.1634660827617946,-28.0,-27.0,-26.0,-25.0,-24.0
TH_12_ALN-9715Glint_cupnoodle_right.csv,0x000000000000000000006121,188.0,-24.4468085106383,2.3588133574139256,-29.0,-27.0,-23.0,-22.0,-21.0
TH_12_ALN-9715Glint_melon_back.csv,0x000000000000000000006121,12.0,-30.25,0.45226701686664544,-31.0,-30.25,-30.0,-30.0,-30.0
TH_12_ALN-9715Glint_melon_front.csv,0x000000000000000000006121,17.0,-31.0,0.0,-31.0,-31.0,-31.0,-31.0,-31.0
TH_12_ALN-9715Glint_melon_left.csv,0x000000000000000000006121,68.0,-29.220588235294116,1.619338249172378,-31.0,-30.0,-30.0,-27.0,-25.0
TH_12_ALN-9715Glint_melon_right.csv,0x000000000000000000006121,97.0,-24.97938144329897,0.865777365571194,-26.0,-26.0,-25.0,-24.0,-24.0
TH_12_ALN-9715Glint_newspaper_back.csv,0x000000000000000000006121,138.0,-25.1231884057971,2.0234136745981353,-29.0,-26.0,-24.0,-24.0,-23.0
TH_12_ALN-9715Glint_newspaper_front.csv,0x000000000000000000006121,68.0,-28.470588235294116,1.4400517013448142,-30.0,-30.0,-29.0,-27.0,-26.0
TH_12_ALN-9715Glint_newspaper_left.csv,0x000000000000000000006121,133.0,-25.94736842105263,1.643701428473223,-30.0,-27.0,-26.0,-25.0,-23.0
TH_12_ALN-9715Glint_newspaper_right.csv,0x000000000000000000006121,135.0,-24.807407407407407,1.6367801313714034,-28.0,-26.0,-24.0,-24.0,-22.0
TH_12_ALN-9715Glint_onigiri_front.csv,0x000000000000000000006121,48.0,-29.875,0.8902545655537868,-31.0,-30.0,-30.0,-30.0,-27.0
TH_12_ALN-9715Glint_onigiri_left.csv,0x000000000000000000006121,6.0,-31.0,0.0,-31.0,-31.0,-31.0,-31.0,-31.0
TH_14_3004855MiniWeb_bento_back.csv,0x000000000000000000006141,110.0,-30.172727272727272,0.6888241664437279,-31.0,-31.0,-30.0,-30.0,-29.0
TH_14_3004855MiniWeb_bento_front.csv,0x000000000000000000006141,65.0,-30.26153846153846,1.417269856503639,-32.0,-31.0,-31.0,-29.0,-28.0
TH_14_3004855MiniWeb_bento_left.csv,0x000000000000000000006141,183.0,-27.2896174863388,1.7155562856877857,-30.0,-29.0,-27.0,-25.5,-24.0
TH_14_3004855MiniWeb_bento_right.csv,0x000000000000000000006141,119.0,-27.50420168067227,3.0417266215648193,-32.0,-30.0,-29.0,-24.0,-23.0
TH_14_3004855MiniWeb_cupnoodle_back.csv,0x000000000000000000006141,214.0,-19.38785046728972,3.475473022296206,-25.0,-23.5,-18.5,-16.0,-16.0
TH_14_3004855MiniWeb_cupnoodle_front.csv,0x000000000000000000006141,204.0,-16.74019607843137,3.288455993092612,-22.0,-19.25,-16.0,-14.0,-13.0
TH_14_3004855MiniWeb_cupnoodle_left.csv,0x000000000000000000006141,221.0,-18.945701357466064,2.4618437439240846,-21.0,-21.0,-20.0,-18.0,-14.0
TH_14_3004855MiniWeb_cupnoodle_right.csv,0x000000000000000000006141,212.0,-20.278301886792452,3.626247253106157,-28.0,-23.0,-20.0,-16.0,-15.0
TH_14_3004855MiniWeb_melon_back.csv,0x000000000000000000006141,120.0,-27.325,1.593909099819496,-34.0,-28.0,-27.0,-26.0,-25.0
TH_14_3004855MiniWeb_melon_front.csv,0x000000000000000000006141,124.0,-26.306451612903224,2.2348948042933783,-33.0,-27.0,-27.0,-24.0,-24.0
TH_14_3004855MiniWeb_melon_left.csv,0x000000000000000000006141,154.0,-26.207792207792206,4.464347253628979,-33.0,-31.0,-26.0,-21.0,-21.0
TH_14_3004855MiniWeb_melon_right.csv,0x000000000000000000006141,166.0,-26.162650602409638,3.6136177069146256,-32.0,-30.0,-24.0,-23.0,-23.0
TH_14_3004855MiniWeb_newspaper_back.csv,0x000000000000000000006141,185.0,-22.205405405405404,2.932385320225662,-29.0,-22.0,-22.0,-20.0,-19.0
TH_14_3004855MiniWeb_newspaper_front.csv,0x000000000000000000006141,210.0,-23.933333333333334,1.7703926883977927,-28.0,-26.0,-24.0,-22.0,-21.0
TH_14_3004855MiniWeb_newspaper_left.csv,0x000000000000000000006141,205.0,-21.53170731707317,3.911423630326632,-29.0,-22.0,-20.0,-18.0,-17.0
TH_14_3004855MiniWeb_newspaper_right.csv,0x000000000000000000006141,210.0,-22.5,2.8758190012985283,-26.0,-25.0,-24.0,-20.0,-19.0
TH_14_3004855MiniWeb_onigiri_back.csv,0x000000000000000000006141,46.0,-30.76086956521739,1.352935616579257,-33.0,-32.0,-30.0,-30.0,-29.0
TH_14_3004855MiniWeb_onigiri_left.csv,0x000000000000000000006141,16.0,-29.5,0.5163977794943222,-30.0,-30.0,-29.5,-29.0,-29.0
TH_14_3004855MiniWeb_onigiri_right.csv,0x000000000000000000006141,44.0,-32.09090909090909,0.29080336345115265,-33.0,-32.0,-32.0,-32.0,-32.0
TH_14_3004855MiniWeb_tokucha_front.csv,0x000000000000000000006141,27.0,-33.666666666666664,0.48038446141526125,-34.0,-34.0,-34.0,-33.0,-33.0
TH_14_3004855MiniWeb_tokucha_left.csv,0x000000000000000000006141,34.0,-32.0,0.0,-32.0,-32.0,-32.0,-32.0,-32.0
TH_14_3004855MiniWeb_tokucha_right.csv,0x000000000000000000006141,22.0,-31.454545454545453,0.5096471914376256,-32.0,-32.0,-31.0,-31.0,-31.0
TH_14_3004855MiniWeb_water2L_back.csv,0x000000000000000000006141,4.0,-34.0,0.0,-34.0,-34.0,-34.0,-34.0,-34.0
TH_14_3004855MiniWeb_water2L_left.csv,0x000000000000000000006141,16.0,-34.0,0.0,-34.0,-34.0,-34.0,-34.0,-34.0
TH_14_3004855MiniWeb_water2L_right.csv,0x000000000000000000006141,36.0,-34.0,0.0,-34.0,-34.0,-34.0,-34.0,-34.0
TH_15_ALN-9710-R_bento_back.csv,0x000000000000000000006151,60.0,-33.35,0.6331251516304802,-34.0,-34.0,-33.0,-33.0,-32.0
TH_15_ALN-9710-R_bento_front.csv,0x000000000000000000006151,42.0,-32.11904761904762,1.1729134239645067,-34.0,-33.0,-32.0,-31.0,-31.0
TH_15_ALN-9710-R_bento_left.csv,0x000000000000000000006151,60.0,-32.36666666666667,1.615252162364316,-34.0,-34.0,-33.0,-30.0,-30.0
TH_15_ALN-9710-R_bento_right.csv,0x000000000000000000006151,11.0,-30.181818181818183,0.4045199174779452,-31.0,-30.0,-30.0,-30.0,-30.0
