csv,epc,type,rssi
20180213175827471-5-2.07471-07472-07473-07474-07475_2660-3647-3814.csv,0x000000000000000000004001,count,1.0
20180213175827471-5-2.07471-07472-07473-07474-07475_2660-3647-3814.csv,0x000000000000000000004001,mean,-61.0
20180213175827471-5-2.07471-07472-07473-07474-07475_2660-3647-3814.csv,0x000000000000000000004001,std,
20180213175827471-5-2.07471-07472-07473-07474-07475_2660-3647-3814.csv,0x000000000000000000004001,min,-61.0
20180213175827471-5-2.07471-07472-07473-07474-07475_2660-3647-3814.csv,0x000000000000000000004001,25%,-61.0
20180213175827471-5-2.07471-07472-07473-07474-07475_2660-3647-3814.csv,0x000000000000000000004001,50%,-61.0
20180213175827471-5-2.07471-07472-07473-07474-07475_2660-3647-3814.csv,0x000000000000000000004001,75%,-61.0
20180213175827471-5-2.07471-07472-07473-07474-07475_2660-3647-3814.csv,0x000000000000000000004001,max,-61.0
20180213175827471-5-2.07471-07472-07473-07474-07475_2660-3647-3814.csv,0x000000000000000000004002,count,3.0
20180213175827471-5-2.07471-07472-07473-07474-07475_2660-3647-3814.csv,0x000000000000000000004002,mean,-62.5
20180213175827471-5-2.07471-07472-07473-07474-07475_2660-3647-3814.csv,0x000000000000000000004002,std,0.5
20180213175827471-5-2.07471-07472-07473-07474-07475_2660-3647-3814.csv,0x000000000000000000004002,min,-63.0
20180213175827471-5-2.07471-07472-07473-07474-07475_2660-3647-3814.csv,0x000000000000000000004002,25%,-62.75
20180213175827471-5-2.07471-07472-07473-07474-07475_2660-3647-3814.csv,0x000000000000000000004002,50%,-62.5
20180213175827471-5-2.07471-07472-07473-07474-07475_2660-3647-3814.csv,0x000000000000000000004002,75%,-62.25
20180213175827471-5-2.07471-07472-07473-07474-07475_2660-3647-3814.csv,0x000000000000000000004002,max,-62.0
20180213175827471-5-2.07471-07472-07473-07474-07475_2660-3647-3814.csv,0x000000000000000000004004,count,1.0
20180213175827471-5-2.07471-07472-07473-07474-07475_2660-3647-3814.csv,0x000000000000000000004004,mean,-62.0
20180213175827471-5-2.07471-07472-07473-07474-07475_2660-3647-3814.csv,0x000000000000000000004004,std,
20180213175827471-5-2.07471-07472-07473-07474-07475_2660-3647-3814.csv,0x000000000000000000004004,min,-62.0
20180213175827471-5-2.07471-07472-07473-07474-07475_2660-3647-3814.csv,0x000000000000000000004004,25%,-62.0
20180213175827471-5-2.07471-07472-07473-07474-07475_2660-3647-3814.csv,0x000000000000000000004004,50%,-62.0
20180213175827471-5-2.07471-07472-07473-07474-07475_2660-3647-3814.csv,0x000000000000000000004004,75%,-62.0
20180213175827471-5-2.07471-07472-07473-07474-07475_2660-3647-3814.csv,0x000000000000000000004004,max,-62.0
20180213175827471-5-2.07471-07472-07473-07474-07475_2660-3647-3814.csv,0x000000000000000000004005,count,30.0
20180213175827471-5-2.07471-07472-07473-07474-07475_2660-3647-3814.csv,0x000000000000000000004005,mean,-60.5
20180213175827471-5-2.07471-07472-07473-07474-07475_2660-3647-3814.csv,0x000000000000000000004005,std,3.178592184578272
20180213175827471-5-2.07471-07472-07473-07474-07475_2660-3647-3814.csv,0x000000000000000000004005,min,-66.5
20180213175827471-5-2.07471-07472-07473-07474-07475_2660-3647-3814.csv,0x000000000000000000004005,25%,-62.0
20180213175827471-5-2.07471-07472-07473-07474-07475_2660-3647-3814.csv,0x000000000000000000004005,50%,-60.0
20180213175827471-5-2.07471-07472-07473-07474-07475_2660-3647-3814.csv,0x000000000000000000004005,75%,-58.625
20180213175827471-5-2.07471-07472-07473-07474-07475_2660-3647-3814.csv,0x000000000000000000004005,max,-54.0
20180213175827471-5-2.07471-07472-07473-07474-07475_2660-3647-3814.csv,0x000000000000000000004006,count,20.0
20180213175827471-5-2.07471-07472-07473-07474-07475_2660-3647-3814.csv,0x000000000000000000004006,mean,-60.325
20180213175827471-5-2.07471-07472-07473-07474-07475_2660-3647-3814.csv,0x000000000000000000004006,std,4.807546151624548
20180213175827471-5-2.07471-07472-07473-07474-07475_2660-3647-3814.csv,0x000000000000000000004006,min,-66.0
20180213175827471-5-2.07471-07472-07473-07474-07475_2660-3647-3814.csv,0x000000000000000000004006,25%,-64.5
20180213175827471-5-2.07471-07472-07473-07474-07475_2660-3647-3814.csv,0x000000000000000000004006,50%,-60.75
20180213175827471-5-2.07471-07472-07473-07474-07475_2660-3647-3814.csv,0x000000000000000000004006,75%,-58.5
20180213175827471-5-2.07471-07472-07473-07474-07475_2660-3647-3814.csv,0x000000000000000000004006,max,-49.5
20180213175827471-5-2.07471-07472-07473-07474-07475_2660-3647-3814.csv,0x000000000000000000007471,count,8.0
20180213175827471-5-2.07471-07472-07473-07474-07475_2660-3647-3814.csv,0x000000000000000000007471,mean,-43.8125
20180213175827471-5-2.07471-07472-07473-07474-07475_2660-3647-3814.csv,0x000000000000000000007471,std,3.272586351583626
20180213175827471-5-2.07471-07472-07473-07474-07475_2660-3647-3814.csv,0x000000000000000000007471,min,-47.5
20180213175827471-5-2.07471-07472-07473-07474-07475_2660-3647-3814.csv,0x000000000000000000007471,25%,-46.625
20180213175827471-5-2.07471-07472-07473-07474-07475_2660-3647-3814.csv,0x000000000000000000007471,50%,-43.5
20180213175827471-5-2.07471-07472-07473-07474-07475_2660-3647-3814.csv,0x000000000000000000007471,75%,-42.5
20180213175827471-5-2.07471-07472-07473-07474-07475_2660-3647-3814.csv,0x000000000000000000007471,max,-37.5
20180213175827471-5-2.07471-07472-07473-07474-07475_2660-3647-3814.csv,0x000000000000000000007472,count,5.0
20180213175827471-5-2.07471-07472-07473-07474-07475_2660-3647-3814.csv,0x000000000000000000007472,mean,-46.0
20180213175827471-5-2.07471-07472-07473-07474-07475_2660-3647-3814.csv,0x000000000000000000007472,std,0.6123724356957945
20180213175827471-5-2.07471-07472-07473-07474-07475_2660-3647-3814.csv,0x000000000000000000007472,min,-47.0
20180213175827471-5-2.07471-07472-07473-07474-07475_2660-3647-3814.csv,0x000000000000000000007472,25%,-46.0
20180213175827471-5-2.07471-07472-07473-07474-07475_2660-3647-3814.csv,0x000000000000000000007472,50%,-46.0
20180213175827471-5-2.07471-07472-07473-07474-07475_2660-3647-3814.csv,0x000000000000000000007472,75%,-45.5
20180213175827471-5-2.07471-07472-07473-07474-07475_2660-3647-3814.csv,0x000000000000000000007472,max,-45.5
20180213175827471-5-2.07471-07472-07473-07474-07475_2660-3647-3814.csv,0x000000000000000000007473,count,3.0
20180213175827471-5-2.07471-07472-07473-07474-07475_2660-3647-3814.csv,0x000000000000000000007473,mean,-42.333333333333336
20180213175827471-5-2.07471-07472-07473-07474-07475_2660-3647-3814.csv,0x000000000000000000007473,std,0.7637626158259734
20180213175827471-5-2.07471-07472-07473-07474-07475_2660-3647-3814.csv,0x000000000000000000007473,min,-43.0
20180213175827471-5-2.07471-07472-07473-07474-07475_2660-3647-3814.csv,0x000000000000000000007473,25%,-42.75
20180213175827471-5-2.07471-07472-07473-07474-07475_2660-3647-3814.csv,0x000000000000000000007473,50%,-42.5
20180213175827471-5-2.07471-07472-07473-07474-07475_2660-3647-3814.csv,0x000000000000000000007473,75%,-42.0
20180213175827471-5-2.07471-07472-07473-07474-07475_2660-3647-3814.csv,0x000000000000000000007473,max,-41.5
20180213175827471-5-2.07471-07472-07473-07474-07475_2660-3647-3814.csv,0x000000000000000000007474,count,16.0
20180213175827471-5-2.07471-07472-07473-07474-07475_2660-3647-3814.csv,0x000000000000000000007474,mean,-39.15625
20180213175827471-5-2.07471-07472-07473-07474-07475_2660-3647-3814.csv,0x000000000000000000007474,std,2.047101609593427
20180213175827471-5-2.07471-07472-07473-07474-07475_2660-3647-3814.csv,0x000000000000000000007474,min,-44.0
20180213175827471-5-2.07471-07472-07473-07474-07475_2660-3647-3814.csv,0x000000000000000000007474,25%,-40.5
20180213175827471-5-2.07471-07472-07473-07474-07475_2660-3647-3814.csv,0x000000000000000000007474,50%,-39.0
20180213175827471-5-2.07471-07472-07473-07474-07475_2660-3647-3814.csv,0x000000000000000000007474,75%,-37.875
20180213175827471-5-2.07471-07472-07473-07474-07475_2660-3647-3814.csv,0x000000000000000000007474,max,-36.0
20180213175827471-5-2.07471-07472-07473-07474-07475_2660-3647-3814.csv,0x000000000000000000007475,count,6.0
20180213175827471-5-2.07471-07472-07473-07474-07475_2660-3647-3814.csv,0x000000000000000000007475,mean,-44.416666666666664
20180213175827471-5-2.07471-07472-07473-07474-07475_2660-3647-3814.csv,0x000000000000000000007475,std,1.5302505241517372
20180213175827471-5-2.07471-07472-07473-07474-07475_2660-3647-3814.csv,0x000000000000000000007475,min,-46.5
20180213175827471-5-2.07471-07472-07473-07474-07475_2660-3647-3814.csv,0x000000000000000000007475,25%,-45.375
20180213175827471-5-2.07471-07472-07473-07474-07475_2660-3647-3814.csv,0x000000000000000000007475,50%,-44.5
20180213175827471-5-2.07471-07472-07473-07474-07475_2660-3647-3814.csv,0x000000000000000000007475,75%,-43.25
20180213175827471-5-2.07471-07472-07473-07474-07475_2660-3647-3814.csv,0x000000000000000000007475,max,-42.5
20180213175827471-5-2.07471-07472-07473-07474-07475_2660-3647-3814.csv,0x106020249017772789051840,count,1.0
20180213175827471-5-2.07471-07472-07473-07474-07475_2660-3647-3814.csv,0x106020249017772789051840,mean,-69.5
20180213175827471-5-2.07471-07472-07473-07474-07475_2660-3647-3814.csv,0x106020249017772789051840,std,
20180213175827471-5-2.07471-07472-07473-07474-07475_2660-3647-3814.csv,0x106020249017772789051840,min,-69.5
20180213175827471-5-2.07471-07472-07473-07474-07475_2660-3647-3814.csv,0x106020249017772789051840,25%,-69.5
20180213175827471-5-2.07471-07472-07473-07474-07475_2660-3647-3814.csv,0x106020249017772789051840,50%,-69.5
20180213175827471-5-2.07471-07472-07473-07474-07475_2660-3647-3814.csv,0x106020249017772789051840,75%,-69.5
20180213175827471-5-2.07471-07472-07473-07474-07475_2660-3647-3814.csv,0x106020249017772789051840,max,-69.5
20180213175827471-5-2.07471-07472-07473-07474-07475_2660-3647-3814.csv,0x106020349010851617841853,count,6.0
20180213175827471-5-2.07471-07472-07473-07474-07475_2660-3647-3814.csv,0x106020349010851617841853,mean,-63.916666666666664
20180213175827471-5-2.07471-07472-07473-07474-07475_2660-3647-3814.csv,0x106020349010851617841853,std,0.9703951085339757
