csv,epc,type,rssi
20180125180005051-4908072759887_5657-6409-6580.csv,0x000000000000000000004001,count,12.0
20180125180005051-4908072759887_5657-6409-6580.csv,0x000000000000000000004001,mean,-60.666666666666664
20180125180005051-4908072759887_5657-6409-6580.csv,0x000000000000000000004001,std,4.438126822992973
20180125180005051-4908072759887_5657-6409-6580.csv,0x000000000000000000004001,min,-64.5
20180125180005051-4908072759887_5657-6409-6580.csv,0x000000000000000000004001,25%,-63.5
20180125180005051-4908072759887_5657-6409-6580.csv,0x000000000000000000004001,50%,-62.25
20180125180005051-4908072759887_5657-6409-6580.csv,0x000000000000000000004001,75%,-60.25
20180125180005051-4908072759887_5657-6409-6580.csv,0x000000000000000000004001,max,-51.5
20180125180005051-4908072759887_5657-6409-6580.csv,0x000000000000000000004002,count,4.0
20180125180005051-4908072759887_5657-6409-6580.csv,0x000000000000000000004002,mean,-59.375
20180125180005051-4908072759887_5657-6409-6580.csv,0x000000000000000000004002,std,4.422951503238533
20180125180005051-4908072759887_5657-6409-6580.csv,0x000000000000000000004002,min,-66.0
20180125180005051-4908072759887_5657-6409-6580.csv,0x000000000000000000004002,25%,-59.625
20180125180005051-4908072759887_5657-6409-6580.csv,0x000000000000000000004002,50%,-57.25
20180125180005051-4908072759887_5657-6409-6580.csv,0x000000000000000000004002,75%,-57.0
20180125180005051-4908072759887_5657-6409-6580.csv,0x000000000000000000004002,max,-57.0
20180125180005051-4908072759887_5657-6409-6580.csv,0x000000000000000000004003,count,3.0
20180125180005051-4908072759887_5657-6409-6580.csv,0x000000000000000000004003,mean,-62.5
20180125180005051-4908072759887_5657-6409-6580.csv,0x000000000000000000004003,std,2.5
20180125180005051-4908072759887_5657-6409-6580.csv,0x000000000000000000004003,min,-65.0
20180125180005051-4908072759887_5657-6409-6580.csv,0x000000000000000000004003,25%,-63.75
20180125180005051-4908072759887_5657-6409-6580.csv,0x000000000000000000004003,50%,-62.5
20180125180005051-4908072759887_5657-6409-6580.csv,0x000000000000000000004003,75%,-61.25
20180125180005051-4908072759887_5657-6409-6580.csv,0x000000000000000000004003,max,-60.0
20180125180005051-4908072759887_5657-6409-6580.csv,0x000000000000000000004005,count,64.0
20180125180005051-4908072759887_5657-6409-6580.csv,0x000000000000000000004005,mean,-56.7421875
20180125180005051-4908072759887_5657-6409-6580.csv,0x000000000000000000004005,std,3.939011425713914
20180125180005051-4908072759887_5657-6409-6580.csv,0x000000000000000000004005,min,-65.0
20180125180005051-4908072759887_5657-6409-6580.csv,0x000000000000000000004005,25%,-59.5
20180125180005051-4908072759887_5657-6409-6580.csv,0x000000000000000000004005,50%,-57.0
20180125180005051-4908072759887_5657-6409-6580.csv,0x000000000000000000004005,75%,-54.375
20180125180005051-4908072759887_5657-6409-6580.csv,0x000000000000000000004005,max,-47.5
20180125180005051-4908072759887_5657-6409-6580.csv,0x000000000000000000004006,count,39.0
20180125180005051-4908072759887_5657-6409-6580.csv,0x000000000000000000004006,mean,-59.06410256410256
20180125180005051-4908072759887_5657-6409-6580.csv,0x000000000000000000004006,std,3.2264928963592046
20180125180005051-4908072759887_5657-6409-6580.csv,0x000000000000000000004006,min,-65.5
20180125180005051-4908072759887_5657-6409-6580.csv,0x000000000000000000004006,25%,-60.5
20180125180005051-4908072759887_5657-6409-6580.csv,0x000000000000000000004006,50%,-60.0
20180125180005051-4908072759887_5657-6409-6580.csv,0x000000000000000000004006,75%,-56.75
20180125180005051-4908072759887_5657-6409-6580.csv,0x000000000000000000004006,max,-52.0
20180125180005051-4908072759887_5657-6409-6580.csv,0x000000000000000000008001,count,16.0
20180125180005051-4908072759887_5657-6409-6580.csv,0x000000000000000000008001,mean,-53.5625
20180125180005051-4908072759887_5657-6409-6580.csv,0x000000000000000000008001,std,4.312288642163617
20180125180005051-4908072759887_5657-6409-6580.csv,0x000000000000000000008001,min,-59.5
20180125180005051-4908072759887_5657-6409-6580.csv,0x000000000000000000008001,25%,-57.125
20180125180005051-4908072759887_5657-6409-6580.csv,0x000000000000000000008001,50%,-53.5
20180125180005051-4908072759887_5657-6409-6580.csv,0x000000000000000000008001,75%,-50.25
20180125180005051-4908072759887_5657-6409-6580.csv,0x000000000000000000008001,max,-47.5
20180125180005051-4908072759887_5657-6409-6580.csv,0x106010145824091879101798,count,1.0
20180125180005051-4908072759887_5657-6409-6580.csv,0x106010145824091879101798,mean,-69.5
20180125180005051-4908072759887_5657-6409-6580.csv,0x106010145824091879101798,std,
20180125180005051-4908072759887_5657-6409-6580.csv,0x106010145824091879101798,min,-69.5
20180125180005051-4908072759887_5657-6409-6580.csv,0x106010145824091879101798,25%,-69.5
20180125180005051-4908072759887_5657-6409-6580.csv,0x106010145824091879101798,50%,-69.5
20180125180005051-4908072759887_5657-6409-6580.csv,0x106010145824091879101798,75%,-69.5
20180125180005051-4908072759887_5657-6409-6580.csv,0x106010145824091879101798,max,-69.5
20180125180005051-4908072759887_5657-6409-6580.csv,0x106010249094110754151816,count,6.0
20180125180005051-4908072759887_5657-6409-6580.csv,0x106010249094110754151816,mean,-68.08333333333333
20180125180005051-4908072759887_5657-6409-6580.csv,0x106010249094110754151816,std,0.8010409893798611
20180125180005051-4908072759887_5657-6409-6580.csv,0x106010249094110754151816,min,-69.5
20180125180005051-4908072759887_5657-6409-6580.csv,0x106010249094110754151816,25%,-68.375
20180125180005051-4908072759887_5657-6409-6580.csv,0x106010249094110754151816,50%,-67.75
20180125180005051-4908072759887_5657-6409-6580.csv,0x106010249094110754151816,75%,-67.5
20180125180005051-4908072759887_5657-6409-6580.csv,0x106010249094110754151816,max,-67.5
20180125180005051-4908072759887_5657-6409-6580.csv,0x106020349010851617841853,count,2.0
20180125180005051-4908072759887_5657-6409-6580.csv,0x106020349010851617841853,mean,-68.25
20180125180005051-4908072759887_5657-6409-6580.csv,0x106020349010851617841853,std,0.3535533905932738
20180125180005051-4908072759887_5657-6409-6580.csv,0x106020349010851617841853,min,-68.5
20180125180005051-4908072759887_5657-6409-6580.csv,0x106020349010851617841853,25%,-68.375
20180125180005051-4908072759887_5657-6409-6580.csv,0x106020349010851617841853,50%,-68.25
20180125180005051-4908072759887_5657-6409-6580.csv,0x106020349010851617841853,75%,-68.125
20180125180005051-4908072759887_5657-6409-6580.csv,0x106020349010851617841853,max,-68.0
20180125180005051-4908072759887_5657-6409-6580.csv,0x106020349010851617841860,count,10.0
20180125180005051-4908072759887_5657-6409-6580.csv,0x106020349010851617841860,mean,-65.6
20180125180005051-4908072759887_5657-6409-6580.csv,0x106020349010851617841860,std,0.39440531887330776
20180125180005051-4908072759887_5657-6409-6580.csv,0x106020349010851617841860,min,-66.0
20180125180005051-4908072759887_5657-6409-6580.csv,0x106020349010851617841860,25%,-66.0
20180125180005051-4908072759887_5657-6409-6580.csv,0x106020349010851617841860,50%,-65.5
20180125180005051-4908072759887_5657-6409-6580.csv,0x106020349010851617841860,75%,-65.5
20180125180005051-4908072759887_5657-6409-6580.csv,0x106020349010851617841860,max,-65.0
20180125180005051-4908072759887_5657-6409-6580.csv,0x107010145263633097591867,count,6.0
20180125180005051-4908072759887_5657-6409-6580.csv,0x107010145263633097591867,mean,-64.5
20180125180005051-4908072759887_5657-6409-6580.csv,0x107010145263633097591867,std,0.4472135954999579
20180125180005051-4908072759887_5657-6409-6580.csv,0x107010145263633097591867,min,-65.0
20180125180005051-4908072759887_5657-6409-6580.csv,0x107010145263633097591867,25%,-64.875
20180125180005051-4908072759887_5657-6409-6580.csv,0x107010145263633097591867,50%,-64.5
20180125180005051-4908072759887_5657-6409-6580.csv,0x107010145263633097591867,75%,-64.125
20180125180005051-4908072759887_5657-6409-6580.csv,0x107010145263633097591867,max,-64.0
20180125180005051-4908072759887_5657-6409-6580.csv,0x107010145263633097591868,count,14.0
20180125180005051-4908072759887_5657-6409-6580.csv,0x107010145263633097591868,mean,-62.32142857142857
20180125180005051-4908072759887_5657-6409-6580.csv,0x107010145263633097591868,std,2.6428942676335185
20180125180005051-4908072759887_5657-6409-6580.csv,0x107010145263633097591868,min,-66.5
20180125180005051-4908072759887_5657-6409-6580.csv,0x107010145263633097591868,25%,-64.5
20180125180005051-4908072759887_5657-6409-6580.csv,0x107010145263633097591868,50%,-62.0
20180125180005051-4908072759887_5657-6409-6580.csv,0x107010145263633097591868,75%,-60.0
20180125180005051-4908072759887_5657-6409-6580.csv,0x107010145263633097591868,max,-59.5
20180125180005051-4908072759887_5657-6409-6580.csv,0x107010145263633097591869,count,14.0
20180125180005051-4908072759887_5657-6409-6580.csv,0x107010145263633097591869,mean,-63.357142857142854
20180125180005051-4908072759887_5657-6409-6580.csv,0x107010145263633097591869,std,1.0994504121565505
20180125180005051-4908072759887_5657-6409-6580.csv,0x107010145263633097591869,min,-65.0
20180125180005051-4908072759887_5657-6409-6580.csv,0x107010145263633097591869,25%,-64.0
20180125180005051-4908072759887_5657-6409-6580.csv,0x107010145263633097591869,50%,-63.5
20180125180005051-4908072759887_5657-6409-6580.csv,0x107010145263633097591869,75%,-63.0
20180125180005051-4908072759887_5657-6409-6580.csv,0x107010145263633097591869,max,-60.5
20180125180005051-4908072759887_5657-6409-6580.csv,0x107010145263633097591872,count,5.0
20180125180005051-4908072759887_5657-6409-6580.csv,0x107010145263633097591872,mean,-69.1
20180125180005051-4908072759887_5657-6409-6580.csv,0x107010145263633097591872,std,0.6519202405202649
20180125180005051-4908072759887_5657-6409-6580.csv,0x107010145263633097591872,min,-69.5
20180125180005051-4908072759887_5657-6409-6580.csv,0x107010145263633097591872,25%,-69.5
20180125180005051-4908072759887_5657-6409-6580.csv,0x107010145263633097591872,50%,-69.5
20180125180005051-4908072759887_5657-6409-6580.csv,0x107010145263633097591872,75%,-69.0
20180125180005051-4908072759887_5657-6409-6580.csv,0x107010145263633097591872,max,-68.0
20180125180005051-4908072759887_5657-6409-6580.csv,0x107010145263633097661862,count,9.0
20180125180005051-4908072759887_5657-6409-6580.csv,0x107010145263633097661862,mean,-66.88888888888889
20180125180005051-4908072759887_5657-6409-6580.csv,0x107010145263633097661862,std,0.6972166887783963
20180125180005051-4908072759887_5657-6409-6580.csv,0x107010145263633097661862,min,-68.5
20180125180005051-4908072759887_5657-6409-6580.csv,0x107010145263633097661862,25%,-67.0
20180125180005051-4908072759887_5657-6409-6580.csv,0x107010145263633097661862,50%,-67.0
20180125180005051-4908072759887_5657-6409-6580.csv,0x107010145263633097661862,75%,-66.5
20180125180005051-4908072759887_5657-6409-6580.csv,0x107010145263633097661862,max,-66.0
20180125180005051-4908072759887_5657-6409-6580.csv,0x107010145263633097661863,count,3.0
20180125180005051-4908072759887_5657-6409-6580.csv,0x107010145263633097661863,mean,-65.33333333333333
20180125180005051-4908072759887_5657-6409-6580.csv,0x107010145263633097661863,std,1.1547005383792517
20180125180005051-4908072759887_5657-6409-6580.csv,0x107010145263633097661863,min,-66.0
20180125180005051-4908072759887_5657-6409-6580.csv,0x107010145263633097661863,25%,-66.0
20180125180005051-4908072759887_5657-6409-6580.csv,0x107010145263633097661863,50%,-66.0
20180125180005051-4908072759887_5657-6409-6580.csv,0x107010145263633097661863,75%,-65.0
20180125180005051-4908072759887_5657-6409-6580.csv,0x107010145263633097661863,max,-64.0
20180125180005051-4908072759887_5657-6409-6580.csv,0x107010145263633097661864,count,2.0
20180125180005051-4908072759887_5657-6409-6580.csv,0x107010145263633097661864,mean,-67.5
20180125180005051-4908072759887_5657-6409-6580.csv,0x107010145263633097661864,std,0.0
20180125180005051-4908072759887_5657-6409-6580.csv,0x107010145263633097661864,min,-67.5
20180125180005051-4908072759887_5657-6409-6580.csv,0x107010145263633097661864,25%,-67.5
20180125180005051-4908072759887_5657-6409-6580.csv,0x107010145263633097661864,50%,-67.5
20180125180005051-4908072759887_5657-6409-6580.csv,0x107010145263633097661864,75%,-67.5
20180125180005051-4908072759887_5657-6409-6580.csv,0x107010145263633097661864,max,-67.5
20180125180005051-4908072759887_5657-6409-6580.csv,0x107010145263633097661865,count,6.0
20180125180005051-4908072759887_5657-6409-6580.csv,0x107010145263633097661865,mean,-67.58333333333333
20180125180005051-4908072759887_5657-6409-6580.csv,0x107010145263633097661865,std,1.7151287609583912
20180125180005051-4908072759887_5657-6409-6580.csv,0x107010145263633097661865,min,-69.5
20180125180005051-4908072759887_5657-6409-6580.csv,0x107010145263633097661865,25%,-68.75
20180125180005051-4908072759887_5657-6409-6580.csv,0x107010145263633097661865,50%,-68.0
20180125180005051-4908072759887_5657-6409-6580.csv,0x107010145263633097661865,75%,-66.125
20180125180005051-4908072759887_5657-6409-6580.csv,0x107010145263633097661865,max,-65.5
20180125180005051-4908072759887_5657-6409-6580.csv,0x107010145263633097661866,count,5.0
20180125180005051-4908072759887_5657-6409-6580.csv,0x107010145263633097661866,mean,-63.9
20180125180005051-4908072759887_5657-6409-6580.csv,0x107010145263633097661866,std,0.22360679774997896
20180125180005051-4908072759887_5657-6409-6580.csv,0x107010145263633097661866,min,-64.0
20180125180005051-4908072759887_5657-6409-6580.csv,0x107010145263633097661866,25%,-64.0
20180125180005051-4908072759887_5657-6409-6580.csv,0x107010145263633097661866,50%,-64.0
20180125180005051-4908072759887_5657-6409-6580.csv,0x107010145263633097661866,75%,-64.0
20180125180005051-4908072759887_5657-6409-6580.csv,0x107010145263633097661866,max,-63.5
20180125180005051-4908072759887_5657-6409-6580.csv,0x107010249722621700351875,count,1.0
20180125180005051-4908072759887_5657-6409-6580.csv,0x107010249722621700351875,mean,-64.5
20180125180005051-4908072759887_5657-6409-6580.csv,0x107010249722621700351875,std,
20180125180005051-4908072759887_5657-6409-6580.csv,0x107010249722621700351875,min,-64.5
20180125180005051-4908072759887_5657-6409-6580.csv,0x107010249722621700351875,25%,-64.5
20180125180005051-4908072759887_5657-6409-6580.csv,0x107010249722621700351875,50%,-64.5
20180125180005051-4908072759887_5657-6409-6580.csv,0x107010249722621700351875,75%,-64.5
20180125180005051-4908072759887_5657-6409-6580.csv,0x107010249722621700351875,max,-64.5
20180125180005051-4908072759887_5657-6409-6580.csv,0x107010349013305354381889,count,2.0
20180125180005051-4908072759887_5657-6409-6580.csv,0x107010349013305354381889,mean,-64.0
20180125180005051-4908072759887_5657-6409-6580.csv,0x107010349013305354381889,std,0.0
20180125180005051-4908072759887_5657-6409-6580.csv,0x107010349013305354381889,min,-64.0
20180125180005051-4908072759887_5657-6409-6580.csv,0x107010349013305354381889,25%,-64.0
20180125180005051-4908072759887_5657-6409-6580.csv,0x107010349013305354381889,50%,-64.0
20180125180005051-4908072759887_5657-6409-6580.csv,0x107010349013305354381889,75%,-64.0
20180125180005051-4908072759887_5657-6409-6580.csv,0x107010349013305354381889,max,-64.0
20180125180005051-4908072759887_5657-6409-6580.csv,0x107010449013305354141899,count,19.0
20180125180005051-4908072759887_5657-6409-6580.csv,0x107010449013305354141899,mean,-64.47368421052632
20180125180005051-4908072759887_5657-6409-6580.csv,0x107010449013305354141899,std,1.4574872232194533
20180125180005051-4908072759887_5657-6409-6580.csv,0x107010449013305354141899,min,-67.0
20180125180005051-4908072759887_5657-6409-6580.csv,0x107010449013305354141899,25%,-65.75
20180125180005051-4908072759887_5657-6409-6580.csv,0x107010449013305354141899,50%,-64.0
20180125180005051-4908072759887_5657-6409-6580.csv,0x107010449013305354141899,75%,-63.25
20180125180005051-4908072759887_5657-6409-6580.csv,0x107010449013305354141899,max,-63.0
20180125180005051-4908072759887_5657-6409-6580.csv,0x107010449013305354211894,count,5.0
20180125180005051-4908072759887_5657-6409-6580.csv,0x107010449013305354211894,mean,-63.9
20180125180005051-4908072759887_5657-6409-6580.csv,0x107010449013305354211894,std,0.9617692030835672
20180125180005051-4908072759887_5657-6409-6580.csv,0x107010449013305354211894,min,-65.0
20180125180005051-4908072759887_5657-6409-6580.csv,0x107010449013305354211894,25%,-64.5
20180125180005051-4908072759887_5657-6409-6580.csv,0x107010449013305354211894,50%,-64.0
20180125180005051-4908072759887_5657-6409-6580.csv,0x107010449013305354211894,75%,-63.5
20180125180005051-4908072759887_5657-6409-6580.csv,0x107010449013305354211894,max,-62.5
20180125180005051-4908072759887_5657-6409-6580.csv,0x107010449013305354211896,count,5.0
20180125180005051-4908072759887_5657-6409-6580.csv,0x107010449013305354211896,mean,-67.1
20180125180005051-4908072759887_5657-6409-6580.csv,0x107010449013305354211896,std,1.08397416943394
20180125180005051-4908072759887_5657-6409-6580.csv,0x107010449013305354211896,min,-69.0
20180125180005051-4908072759887_5657-6409-6580.csv,0x107010449013305354211896,25%,-67.0
20180125180005051-4908072759887_5657-6409-6580.csv,0x107010449013305354211896,50%,-66.5
