0x00b07a139010bc913000c7d3,1515664178.268,0,-30,0,3,21.00,1
0x00b07a139010bc913000c7d3,1515664178.332,0,-30,0,3,21.00,1
0x00b07a139010bc913000c7d3,1515664179.001,0,-30,0,3,21.00,1
0x00b07a139010bc913000c7d3,1515664179.039,0,-30,0,3,21.00,1
0x00b07a139010bc913000c7d3,1515664179.932,0,-30,0,3,21.00,1
0x00b07a139010bc913000c7d3,1515664179.998,0,-30,0,3,21.00,1
0x00b07a139010bc913000c7d3,1515664180.869,0,-30,0,3,21.00,1
0x00b07a139010bc913000c7d3,1515664180.916,0,-30,0,3,21.00,1
0x00b07a139010bc913000c7d3,1515664181.539,0,-30,0,3,21.00,1
0x00b07a139010bc913000c7d3,1515664181.576,0,-30,0,3,21.00,1
0x00b07a139010bc913000c7d3,1515664181.925,0,-30,0,3,21.00,1
0x00b07a139010bc913000c7d3,1515664181.946,0,-30,0,3,21.00,1
0x00b07a139010bc913000c7d3,1515664182.626,0,-30,0,4,21.00,1
0x00b07a139010bc913000c7d3,1515664182.670,0,-30,0,4,21.00,1
0x00b07a139010bc913000c7d3,1515664183.017,0,-30,0,4,21.00,1
0x00b07a139010bc913000c7d3,1515664183.077,0,-31,0,4,21.00,1
0x00b07a139010bc913000c7d3,1515664183.699,0,-31,0,4,21.00,1
0x00b07a139010bc913000c7d3,1515664183.754,0,-31,0,4,21.00,1
0x00b07a139010bc913000c7d3,1515664185.609,0,-30,0,4,21.00,1
0x00b07a139010bc913000c7d3,1515664185.670,0,-31,0,4,21.00,1
0x00b07a139010bc913000c7d3,1515664186.561,0,-29,0,1,21.00,1
0x00b07a139010bc913000c7d3,1515664186.613,0,-29,0,1,21.00,1
0x00b07a139010bc913000c7d3,1515664186.940,0,-29,0,1,21.00,1
0x00b07a139010bc913000c7d3,1515664186.991,0,-29,0,1,21.00,1
0x107010549013305354071900,1515664178.283,0,-32,0,3,21.00,1
0x107010549013305354071900,1515664178.318,0,-32,0,3,21.00,1
0x107010549013305354071900,1515664179.010,0,-33,0,3,21.00,1
0x107010549013305354071900,1515664179.051,0,-33,0,3,21.00,1
0x107010549013305354071900,1515664179.868,0,-33,0,3,21.00,4
0x107010549013305354071900,1515664179.943,0,-33,0,3,21.00,1
0x107010549013305354071900,1515664179.989,0,-33,0,3,21.00,1
0x107010549013305354071900,1515664180.215,0,-33,0,3,21.00,4
0x107010549013305354071900,1515664180.843,0,-33,0,3,21.00,4
0x107010549013305354071900,1515664180.926,0,-33,0,3,21.00,1
0x107010549013305354071900,1515664181.456,0,-33,0,3,21.00,4
0x107010549013305354071900,1515664181.509,0,-33,0,3,21.00,4
0x107010549013305354071900,1515664181.585,0,-33,0,3,21.00,1
0x107010549013305354071900,1515664181.902,0,-32,0,3,21.00,1
0x107010549013305354071900,1515664181.964,0,-33,0,3,21.00,1
0x107010549013305354071900,1515664182.548,0,-34,0,4,21.00,4
0x107010549013305354071900,1515664182.646,0,-33,0,4,21.00,1
0x107010549013305354071900,1515664182.692,0,-33,0,4,21.00,1
0x107010549013305354071900,1515664183.031,0,-33,0,4,21.00,1
0x107010549013305354071900,1515664183.058,0,-33,0,4,21.00,1
0x107010549013305354071900,1515664183.714,0,-33,0,4,21.00,1
0x107010549013305354071900,1515664183.740,0,-33,0,4,21.00,1
0x107010549013305354071900,1515664184.865,0,-34,0,4,21.00,4
0x107010549013305354071900,1515664184.927,0,-34,0,4,21.00,4
0x107010549013305354071900,1515664185.174,0,-34,0,4,21.00,4
0x107010549013305354071900,1515664185.239,0,-34,0,4,21.00,4
0x107010549013305354071900,1515664185.515,0,-34,0,4,21.00,4
0x107010549013305354071900,1515664185.566,0,-34,0,4,21.00,4
0x107010549013305354071900,1515664185.622,0,-33,0,4,21.00,1
0x107010549013305354071900,1515664185.648,0,-33,0,4,21.00,1
0x107010549013305354071900,1515664186.573,0,-32,0,1,21.00,1
0x107010549013305354071900,1515664186.628,0,-32,0,1,21.00,1
0x107010549013305354071900,1515664186.866,0,-33,0,1,21.00,4
0x107010549013305354071900,1515664186.957,0,-32,0,1,21.00,1
0x107010549013305354071900,1515664187.006,0,-32,0,1,21.00,1
0x107010549013305354071900,1515664187.545,0,-33,0,1,21.00,4
0x000000000000000000006031,1515664178.355,0,-23,0,3,21.00,2
0x000000000000000000006031,1515664178.399,0,-24,0,3,21.00,2
0x000000000000000000006031,1515664178.580,0,-23,0,3,21.00,4
0x000000000000000000006031,1515664178.624,0,-23,0,3,21.00,4
0x000000000000000000006031,1515664178.679,0,-23,0,3,21.00,2
0x000000000000000000006031,1515664178.725,0,-24,0,3,21.00,2
0x000000000000000000006031,1515664178.881,0,-22,0,3,21.00,4
0x000000000000000000006031,1515664178.929,0,-22,0,3,21.00,4
0x000000000000000000006031,1515664179.089,0,-24,0,3,21.00,2
0x000000000000000000006031,1515664179.131,0,-24,0,3,21.00,2
0x000000000000000000006031,1515664179.279,0,-22,0,3,21.00,4
0x000000000000000000006031,1515664179.321,0,-22,0,3,21.00,4
0x000000000000000000006031,1515664179.387,0,-24,0,3,21.00,2
0x000000000000000000006031,1515664179.429,0,-23,0,3,21.00,2
0x000000000000000000006031,1515664179.559,0,-22,0,3,21.00,4
0x000000000000000000006031,1515664179.603,0,-22,0,3,21.00,4
0x000000000000000000006031,1515664179.667,0,-24,0,3,21.00,2
0x000000000000000000006031,1515664179.716,0,-23,0,3,21.00,2
0x000000000000000000006031,1515664179.835,0,-22,0,3,21.00,4
0x000000000000000000006031,1515664179.873,0,-22,0,3,21.00,4
0x000000000000000000006031,1515664180.054,0,-25,0,3,21.00,2
0x000000000000000000006031,1515664180.080,0,-23,0,3,21.00,2
0x000000000000000000006031,1515664180.188,0,-22,0,3,21.00,4
0x000000000000000000006031,1515664180.232,0,-22,0,3,21.00,4
0x000000000000000000006031,1515664180.295,0,-23,0,3,21.00,2
0x000000000000000000006031,1515664180.347,0,-23,0,3,21.00,2
0x000000000000000000006031,1515664180.497,0,-22,0,3,21.00,4
0x000000000000000000006031,1515664180.542,0,-22,0,3,21.00,4
0x000000000000000000006031,1515664180.600,0,-24,0,3,21.00,2
0x000000000000000000006031,1515664180.653,0,-23,0,3,21.00,2
0x000000000000000000006031,1515664180.770,0,-22,0,3,21.00,4
0x000000000000000000006031,1515664180.809,0,-22,0,3,21.00,4
0x000000000000000000006031,1515664180.948,0,-23,0,3,21.00,2
0x000000000000000000006031,1515664180.994,0,-23,0,3,21.00,2
0x000000000000000000006031,1515664181.151,0,-22,0,3,21.00,4
0x000000000000000000006031,1515664181.192,0,-22,0,3,21.00,4
0x000000000000000000006031,1515664181.253,0,-23,0,3,21.00,2
0x000000000000000000006031,1515664181.297,0,-23,0,3,21.00,2
0x000000000000000000006031,1515664181.430,0,-22,0,3,21.00,4
0x000000000000000000006031,1515664181.471,0,-22,0,3,21.00,4
0x000000000000000000006031,1515664181.619,0,-24,0,3,21.00,2
0x000000000000000000006031,1515664181.658,0,-23,0,3,21.00,2
0x000000000000000000006031,1515664181.782,0,-22,0,3,21.00,4
0x000000000000000000006031,1515664181.837,0,-22,0,3,21.00,4
0x000000000000000000006031,1515664181.990,0,-24,0,3,21.00,2
0x000000000000000000006031,1515664182.033,0,-24,0,3,21.00,2
0x000000000000000000006031,1515664182.196,0,-22,0,4,21.00,4
0x000000000000000000006031,1515664182.238,0,-22,0,4,21.00,4
0x000000000000000000006031,1515664182.323,0,-25,0,4,21.00,2
0x000000000000000000006031,1515664182.353,0,-23,0,4,21.00,2
0x000000000000000000006031,1515664182.502,0,-22,0,4,21.00,4
0x000000000000000000006031,1515664182.554,0,-22,0,4,21.00,4
0x000000000000000000006031,1515664182.749,0,-25,0,4,21.00,2
0x000000000000000000006031,1515664182.899,0,-22,0,4,21.00,4
0x000000000000000000006031,1515664182.946,0,-22,0,4,21.00,4
0x000000000000000000006031,1515664183.099,0,-23,0,4,21.00,2
0x000000000000000000006031,1515664183.145,0,-23,0,4,21.00,2
0x000000000000000000006031,1515664183.298,0,-22,0,4,21.00,4
0x000000000000000000006031,1515664183.338,0,-22,0,4,21.00,4
0x000000000000000000006031,1515664183.398,0,-23,0,4,21.00,2
0x000000000000000000006031,1515664183.464,0,-25,0,4,21.00,2
0x000000000000000000006031,1515664183.575,0,-22,0,4,21.00,4
0x000000000000000000006031,1515664183.623,0,-22,0,4,21.00,4
0x000000000000000000006031,1515664183.780,0,-24,0,4,21.00,2
0x000000000000000000006031,1515664183.823,0,-24,0,4,21.00,2
0x000000000000000000006031,1515664183.997,0,-22,0,4,21.00,4
0x000000000000000000006031,1515664184.049,0,-22,0,4,21.00,4
0x000000000000000000006031,1515664184.113,0,-23,0,4,21.00,2
0x000000000000000000006031,1515664184.165,0,-24,0,4,21.00,2
0x000000000000000000006031,1515664184.228,0,-22,0,4,21.00,4
0x000000000000000000006031,1515664184.269,0,-22,0,4,21.00,4
0x000000000000000000006031,1515664184.334,0,-24,0,4,21.00,2
0x000000000000000000006031,1515664184.381,0,-24,0,4,21.00,2
0x000000000000000000006031,1515664184.537,0,-22,0,4,21.00,4
0x000000000000000000006031,1515664184.580,0,-22,0,4,21.00,4
0x000000000000000000006031,1515664184.687,0,-25,0,4,21.00,2
0x000000000000000000006031,1515664184.852,0,-22,0,4,21.00,4
0x000000000000000000006031,1515664184.893,0,-22,0,4,21.00,4
0x000000000000000000006031,1515664184.955,0,-24,0,4,21.00,2
0x000000000000000000006031,1515664185.016,0,-25,0,4,21.00,2
0x000000000000000000006031,1515664185.153,0,-22,0,4,21.00,4
0x000000000000000000006031,1515664185.208,0,-22,0,4,21.00,4
0x000000000000000000006031,1515664185.275,0,-24,0,4,21.00,2
0x000000000000000000006031,1515664185.310,0,-24,0,4,21.00,2
0x000000000000000000006031,1515664185.492,0,-22,0,4,21.00,4
0x000000000000000000006031,1515664185.533,0,-22,0,4,21.00,4
0x000000000000000000006031,1515664185.691,0,-24,0,4,21.00,2
0x000000000000000000006031,1515664185.735,0,-24,0,4,21.00,2
0x000000000000000000006031,1515664185.907,0,-22,0,1,21.00,4
0x000000000000000000006031,1515664185.957,0,-22,0,1,21.00,4
0x000000000000000000006031,1515664186.017,0,-23,0,1,21.00,2
0x000000000000000000006031,1515664186.055,0,-23,0,1,21.00,2
0x000000000000000000006031,1515664186.186,0,-22,0,1,21.00,4
0x000000000000000000006031,1515664186.227,0,-22,0,1,21.00,4
0x000000000000000000006031,1515664186.290,0,-23,0,1,21.00,2
0x000000000000000000006031,1515664186.330,0,-23,0,1,21.00,2
0x000000000000000000006031,1515664186.449,0,-22,0,1,21.00,4
0x000000000000000000006031,1515664186.488,0,-22,0,1,21.00,4
0x000000000000000000006031,1515664186.653,0,-24,0,1,21.00,2
