csv,epc,expected,sec,sec_bin,rssi,port,product_name,main_epc,x,posi_rssi
20180213160440216-5-2.08801-07472-07473-07474-07475_3299-4005-4307.csv,0x106010145824091879101798,False,-2.834380021095276,-3.0,-66.0,3,F1-1 (1798) じっくりコトコトコーン_190G,True,-0.6590049059017111,4.0
20180213160440216-5-2.08801-07472-07473-07474-07475_3299-4005-4307.csv,0x106010145824091879101798,False,-2.797975021600723,-3.0,-66.0,3,F1-1 (1798) じっくりコトコトコーン_190G,True,-0.6505405951573145,4.0
20180213160440216-5-2.08801-07472-07473-07474-07475_3299-4005-4307.csv,0x106020249017772789051840,False,1.2793849217891688,1.0,-67.0,3,F2-2 (1840) HOT伊右衛門_500ML,True,0.29746220821509173,3.0
20180213160440216-5-2.08801-07472-07473-07474-07475_3299-4005-4307.csv,0x106020249017772789051840,False,3.2088498950004567,3.0,-66.5,3,F2-2 (1840) HOT伊右衛門_500ML,True,0.7460706776681055,3.5
20180213160440216-5-2.08801-07472-07473-07474-07475_3299-4005-4307.csv,0x106020249017772789051840,False,3.2525358943939207,3.0,-66.0,3,F2-2 (1840) HOT伊右衛門_500ML,True,0.7562278505613813,4.0
20180213160440216-5-2.08801-07472-07473-07474-07475_3299-4005-4307.csv,0x106020349010851617841853,False,-2.0334700322151185,-2.5,-65.0,3,F2-3 (1853) HOTおーいお茶ほうじ茶_345ML,True,-0.4727900695249884,5.0
20180213160440216-5-2.08801-07472-07473-07474-07475_3299-4005-4307.csv,0x106020349010851617841857,False,-0.7083280506134035,-1.0,-69.5,1,F2-3 (1857) HOTおーいお茶ほうじ茶_345ML,True,-0.16468915842895634,0.5
20180213160440216-5-2.08801-07472-07473-07474-07475_3299-4005-4307.csv,0x107010145263633097661861,False,-2.9654380192756653,-3.0,-66.0,1,G1-1 (1861) 福島のセミドライりんご,True,-0.6894764245815385,4.0
20180213160440216-5-2.08801-07472-07473-07474-07475_3299-4005-4307.csv,0x107010145263633097661861,False,-2.907190020084381,-3.0,-65.5,1,G1-1 (1861) 福島のセミドライりんご,True,-0.675933527390504,4.5
20180213160440216-5-2.08801-07472-07473-07474-07475_3299-4005-4307.csv,0x107010145263633097661861,False,0.6022519311904904,0.5,-62.5,1,G1-1 (1861) 福島のセミドライりんご,True,0.14002602836931713,7.5
20180213160440216-5-2.08801-07472-07473-07474-07475_3299-4005-4307.csv,0x107010145263633097661861,False,0.6750619301795955,0.5,-64.0,1,G1-1 (1861) 福島のセミドライりんご,True,0.1569546498581101,6.0
20180213160440216-5-2.08801-07472-07473-07474-07475_3299-4005-4307.csv,0x107010145263633097661862,False,-2.361115027666092,-2.5,-62.5,3,G1-1 (1862) 福島のセミドライりんご,True,-0.5489688662245568,7.5
20180213160440216-5-2.08801-07472-07473-07474-07475_3299-4005-4307.csv,0x107010145263633097661862,False,-2.2955860285758973,-2.5,-62.0,3,G1-1 (1862) 福島のセミドライりんご,True,-0.533733106884643,8.0
20180213160440216-5-2.08801-07472-07473-07474-07475_3299-4005-4307.csv,0x107010145263633097661862,False,-1.77863503575325,-2.0,-64.5,2,G1-1 (1862) 福島のセミドライりんご,True,-0.413539894314213,5.5
