csv,epc,type,rssi
20180216180046865-5-2.02071-02102-02076-02075-02098_2706-3420-3590.csv,0x000000000000000000002047,count,8.0
20180216180046865-5-2.02071-02102-02076-02075-02098_2706-3420-3590.csv,0x000000000000000000002047,mean,-52.875
20180216180046865-5-2.02071-02102-02076-02075-02098_2706-3420-3590.csv,0x000000000000000000002047,std,1.3296078906418776
20180216180046865-5-2.02071-02102-02076-02075-02098_2706-3420-3590.csv,0x000000000000000000002047,min,-55.5
20180216180046865-5-2.02071-02102-02076-02075-02098_2706-3420-3590.csv,0x000000000000000000002047,25%,-53.5
20180216180046865-5-2.02071-02102-02076-02075-02098_2706-3420-3590.csv,0x000000000000000000002047,50%,-52.75
20180216180046865-5-2.02071-02102-02076-02075-02098_2706-3420-3590.csv,0x000000000000000000002047,75%,-51.875
20180216180046865-5-2.02071-02102-02076-02075-02098_2706-3420-3590.csv,0x000000000000000000002047,max,-51.5
20180216180046865-5-2.02071-02102-02076-02075-02098_2706-3420-3590.csv,0x000000000000000000002055,count,21.0
20180216180046865-5-2.02071-02102-02076-02075-02098_2706-3420-3590.csv,0x000000000000000000002055,mean,-52.19047619047619
20180216180046865-5-2.02071-02102-02076-02075-02098_2706-3420-3590.csv,0x000000000000000000002055,std,1.156245978113983
20180216180046865-5-2.02071-02102-02076-02075-02098_2706-3420-3590.csv,0x000000000000000000002055,min,-54.5
20180216180046865-5-2.02071-02102-02076-02075-02098_2706-3420-3590.csv,0x000000000000000000002055,25%,-53.0
20180216180046865-5-2.02071-02102-02076-02075-02098_2706-3420-3590.csv,0x000000000000000000002055,50%,-52.0
20180216180046865-5-2.02071-02102-02076-02075-02098_2706-3420-3590.csv,0x000000000000000000002055,75%,-51.5
20180216180046865-5-2.02071-02102-02076-02075-02098_2706-3420-3590.csv,0x000000000000000000002055,max,-50.0
20180216180046865-5-2.02071-02102-02076-02075-02098_2706-3420-3590.csv,0x000000000000000000002058,count,15.0
20180216180046865-5-2.02071-02102-02076-02075-02098_2706-3420-3590.csv,0x000000000000000000002058,mean,-52.266666666666666
20180216180046865-5-2.02071-02102-02076-02075-02098_2706-3420-3590.csv,0x000000000000000000002058,std,1.6351787436881398
20180216180046865-5-2.02071-02102-02076-02075-02098_2706-3420-3590.csv,0x000000000000000000002058,min,-55.5
20180216180046865-5-2.02071-02102-02076-02075-02098_2706-3420-3590.csv,0x000000000000000000002058,25%,-52.75
20180216180046865-5-2.02071-02102-02076-02075-02098_2706-3420-3590.csv,0x000000000000000000002058,50%,-51.5
20180216180046865-5-2.02071-02102-02076-02075-02098_2706-3420-3590.csv,0x000000000000000000002058,75%,-51.0
20180216180046865-5-2.02071-02102-02076-02075-02098_2706-3420-3590.csv,0x000000000000000000002058,max,-50.5
20180216180046865-5-2.02071-02102-02076-02075-02098_2706-3420-3590.csv,0x000000000000000000002071,count,16.0
20180216180046865-5-2.02071-02102-02076-02075-02098_2706-3420-3590.csv,0x000000000000000000002071,mean,-40.5
20180216180046865-5-2.02071-02102-02076-02075-02098_2706-3420-3590.csv,0x000000000000000000002071,std,2.7628487713469467
20180216180046865-5-2.02071-02102-02076-02075-02098_2706-3420-3590.csv,0x000000000000000000002071,min,-45.0
20180216180046865-5-2.02071-02102-02076-02075-02098_2706-3420-3590.csv,0x000000000000000000002071,25%,-42.625
20180216180046865-5-2.02071-02102-02076-02075-02098_2706-3420-3590.csv,0x000000000000000000002071,50%,-40.5
20180216180046865-5-2.02071-02102-02076-02075-02098_2706-3420-3590.csv,0x000000000000000000002071,75%,-38.375
20180216180046865-5-2.02071-02102-02076-02075-02098_2706-3420-3590.csv,0x000000000000000000002071,max,-36.0
20180216180046865-5-2.02071-02102-02076-02075-02098_2706-3420-3590.csv,0x000000000000000000002075,count,19.0
20180216180046865-5-2.02071-02102-02076-02075-02098_2706-3420-3590.csv,0x000000000000000000002075,mean,-42.68421052631579
20180216180046865-5-2.02071-02102-02076-02075-02098_2706-3420-3590.csv,0x000000000000000000002075,std,3.808654349401685
20180216180046865-5-2.02071-02102-02076-02075-02098_2706-3420-3590.csv,0x000000000000000000002075,min,-47.0
20180216180046865-5-2.02071-02102-02076-02075-02098_2706-3420-3590.csv,0x000000000000000000002075,25%,-45.0
20180216180046865-5-2.02071-02102-02076-02075-02098_2706-3420-3590.csv,0x000000000000000000002075,50%,-44.5
20180216180046865-5-2.02071-02102-02076-02075-02098_2706-3420-3590.csv,0x000000000000000000002075,75%,-41.25
20180216180046865-5-2.02071-02102-02076-02075-02098_2706-3420-3590.csv,0x000000000000000000002075,max,-34.0
