csv,epc,type,rssi
20180125133329023-9784062938204_3248-3981-4037.csv,0x000000000000000000002009,count,33.0
20180125133329023-9784062938204_3248-3981-4037.csv,0x000000000000000000002009,mean,-42.25757575757576
20180125133329023-9784062938204_3248-3981-4037.csv,0x000000000000000000002009,std,5.2128465294303385
20180125133329023-9784062938204_3248-3981-4037.csv,0x000000000000000000002009,min,-54.0
20180125133329023-9784062938204_3248-3981-4037.csv,0x000000000000000000002009,25%,-45.5
20180125133329023-9784062938204_3248-3981-4037.csv,0x000000000000000000002009,50%,-42.0
20180125133329023-9784062938204_3248-3981-4037.csv,0x000000000000000000002009,75%,-39.0
20180125133329023-9784062938204_3248-3981-4037.csv,0x000000000000000000002009,max,-33.5
20180125133329023-9784062938204_3248-3981-4037.csv,0x000000000000000000004001,count,15.0
20180125133329023-9784062938204_3248-3981-4037.csv,0x000000000000000000004001,mean,-62.333333333333336
20180125133329023-9784062938204_3248-3981-4037.csv,0x000000000000000000004001,std,2.2572634084745395
20180125133329023-9784062938204_3248-3981-4037.csv,0x000000000000000000004001,min,-67.0
20180125133329023-9784062938204_3248-3981-4037.csv,0x000000000000000000004001,25%,-63.0
20180125133329023-9784062938204_3248-3981-4037.csv,0x000000000000000000004001,50%,-62.5
20180125133329023-9784062938204_3248-3981-4037.csv,0x000000000000000000004001,75%,-61.25
20180125133329023-9784062938204_3248-3981-4037.csv,0x000000000000000000004001,max,-57.5
20180125133329023-9784062938204_3248-3981-4037.csv,0x000000000000000000004003,count,3.0
20180125133329023-9784062938204_3248-3981-4037.csv,0x000000000000000000004003,mean,-63.333333333333336
20180125133329023-9784062938204_3248-3981-4037.csv,0x000000000000000000004003,std,3.3291640592396963
20180125133329023-9784062938204_3248-3981-4037.csv,0x000000000000000000004003,min,-67.0
20180125133329023-9784062938204_3248-3981-4037.csv,0x000000000000000000004003,25%,-64.75
20180125133329023-9784062938204_3248-3981-4037.csv,0x000000000000000000004003,50%,-62.5
20180125133329023-9784062938204_3248-3981-4037.csv,0x000000000000000000004003,75%,-61.5
20180125133329023-9784062938204_3248-3981-4037.csv,0x000000000000000000004003,max,-60.5
20180125133329023-9784062938204_3248-3981-4037.csv,0x000000000000000000004004,count,8.0
20180125133329023-9784062938204_3248-3981-4037.csv,0x000000000000000000004004,mean,-63.5625
20180125133329023-9784062938204_3248-3981-4037.csv,0x000000000000000000004004,std,2.366997797089928
20180125133329023-9784062938204_3248-3981-4037.csv,0x000000000000000000004004,min,-66.0
20180125133329023-9784062938204_3248-3981-4037.csv,0x000000000000000000004004,25%,-65.625
20180125133329023-9784062938204_3248-3981-4037.csv,0x000000000000000000004004,50%,-63.75
20180125133329023-9784062938204_3248-3981-4037.csv,0x000000000000000000004004,75%,-62.125
20180125133329023-9784062938204_3248-3981-4037.csv,0x000000000000000000004004,max,-60.0
20180125133329023-9784062938204_3248-3981-4037.csv,0x000000000000000000004005,count,65.0
20180125133329023-9784062938204_3248-3981-4037.csv,0x000000000000000000004005,mean,-58.723076923076924
20180125133329023-9784062938204_3248-3981-4037.csv,0x000000000000000000004005,std,2.4206642445030218
20180125133329023-9784062938204_3248-3981-4037.csv,0x000000000000000000004005,min,-64.5
20180125133329023-9784062938204_3248-3981-4037.csv,0x000000000000000000004005,25%,-60.0
20180125133329023-9784062938204_3248-3981-4037.csv,0x000000000000000000004005,50%,-59.0
20180125133329023-9784062938204_3248-3981-4037.csv,0x000000000000000000004005,75%,-57.5
20180125133329023-9784062938204_3248-3981-4037.csv,0x000000000000000000004005,max,-53.5
20180125133329023-9784062938204_3248-3981-4037.csv,0x000000000000000000004006,count,44.0
20180125133329023-9784062938204_3248-3981-4037.csv,0x000000000000000000004006,mean,-59.80681818181818
20180125133329023-9784062938204_3248-3981-4037.csv,0x000000000000000000004006,std,3.2693358778890294
20180125133329023-9784062938204_3248-3981-4037.csv,0x000000000000000000004006,min,-66.5
20180125133329023-9784062938204_3248-3981-4037.csv,0x000000000000000000004006,25%,-62.0
20180125133329023-9784062938204_3248-3981-4037.csv,0x000000000000000000004006,50%,-59.75
20180125133329023-9784062938204_3248-3981-4037.csv,0x000000000000000000004006,75%,-56.875
20180125133329023-9784062938204_3248-3981-4037.csv,0x000000000000000000004006,max,-54.5
20180125133329023-9784062938204_3248-3981-4037.csv,0x106020249017772789051840,count,3.0
20180125133329023-9784062938204_3248-3981-4037.csv,0x106020249017772789051840,mean,-68.33333333333333
20180125133329023-9784062938204_3248-3981-4037.csv,0x106020249017772789051840,std,1.0408329997330665
20180125133329023-9784062938204_3248-3981-4037.csv,0x106020249017772789051840,min,-69.5
20180125133329023-9784062938204_3248-3981-4037.csv,0x106020249017772789051840,25%,-68.75
20180125133329023-9784062938204_3248-3981-4037.csv,0x106020249017772789051840,50%,-68.0
20180125133329023-9784062938204_3248-3981-4037.csv,0x106020249017772789051840,75%,-67.75
20180125133329023-9784062938204_3248-3981-4037.csv,0x106020249017772789051840,max,-67.5
20180125133329023-9784062938204_3248-3981-4037.csv,0x106020349010851617841857,count,2.0
20180125133329023-9784062938204_3248-3981-4037.csv,0x106020349010851617841857,mean,-69.5
20180125133329023-9784062938204_3248-3981-4037.csv,0x106020349010851617841857,std,0.0
20180125133329023-9784062938204_3248-3981-4037.csv,0x106020349010851617841857,min,-69.5
20180125133329023-9784062938204_3248-3981-4037.csv,0x106020349010851617841857,25%,-69.5
20180125133329023-9784062938204_3248-3981-4037.csv,0x106020349010851617841857,50%,-69.5
20180125133329023-9784062938204_3248-3981-4037.csv,0x106020349010851617841857,75%,-69.5
20180125133329023-9784062938204_3248-3981-4037.csv,0x106020349010851617841857,max,-69.5
20180125133329023-9784062938204_3248-3981-4037.csv,0x106020349010851617841860,count,3.0
20180125133329023-9784062938204_3248-3981-4037.csv,0x106020349010851617841860,mean,-69.16666666666667
20180125133329023-9784062938204_3248-3981-4037.csv,0x106020349010851617841860,std,0.2886751345948129
20180125133329023-9784062938204_3248-3981-4037.csv,0x106020349010851617841860,min,-69.5
20180125133329023-9784062938204_3248-3981-4037.csv,0x106020349010851617841860,25%,-69.25
20180125133329023-9784062938204_3248-3981-4037.csv,0x106020349010851617841860,50%,-69.0
20180125133329023-9784062938204_3248-3981-4037.csv,0x106020349010851617841860,75%,-69.0
20180125133329023-9784062938204_3248-3981-4037.csv,0x106020349010851617841860,max,-69.0
20180125133329023-9784062938204_3248-3981-4037.csv,0x107010145263633097591867,count,3.0
20180125133329023-9784062938204_3248-3981-4037.csv,0x107010145263633097591867,mean,-62.833333333333336
20180125133329023-9784062938204_3248-3981-4037.csv,0x107010145263633097591867,std,2.0207259421636903
20180125133329023-9784062938204_3248-3981-4037.csv,0x107010145263633097591867,min,-64.0
20180125133329023-9784062938204_3248-3981-4037.csv,0x107010145263633097591867,25%,-64.0
20180125133329023-9784062938204_3248-3981-4037.csv,0x107010145263633097591867,50%,-64.0
20180125133329023-9784062938204_3248-3981-4037.csv,0x107010145263633097591867,75%,-62.25
20180125133329023-9784062938204_3248-3981-4037.csv,0x107010145263633097591867,max,-60.5
20180125133329023-9784062938204_3248-3981-4037.csv,0x107010145263633097591868,count,32.0
20180125133329023-9784062938204_3248-3981-4037.csv,0x107010145263633097591868,mean,-59.578125
20180125133329023-9784062938204_3248-3981-4037.csv,0x107010145263633097591868,std,1.4816586988912122
20180125133329023-9784062938204_3248-3981-4037.csv,0x107010145263633097591868,min,-65.0
20180125133329023-9784062938204_3248-3981-4037.csv,0x107010145263633097591868,25%,-59.625
20180125133329023-9784062938204_3248-3981-4037.csv,0x107010145263633097591868,50%,-59.0
20180125133329023-9784062938204_3248-3981-4037.csv,0x107010145263633097591868,75%,-58.5
20180125133329023-9784062938204_3248-3981-4037.csv,0x107010145263633097591868,max,-57.5
20180125133329023-9784062938204_3248-3981-4037.csv,0x107010145263633097591869,count,37.0
20180125133329023-9784062938204_3248-3981-4037.csv,0x107010145263633097591869,mean,-58.986486486486484
20180125133329023-9784062938204_3248-3981-4037.csv,0x107010145263633097591869,std,2.7271436178375934
20180125133329023-9784062938204_3248-3981-4037.csv,0x107010145263633097591869,min,-65.0
20180125133329023-9784062938204_3248-3981-4037.csv,0x107010145263633097591869,25%,-60.5
20180125133329023-9784062938204_3248-3981-4037.csv,0x107010145263633097591869,50%,-58.0
20180125133329023-9784062938204_3248-3981-4037.csv,0x107010145263633097591869,75%,-57.0
20180125133329023-9784062938204_3248-3981-4037.csv,0x107010145263633097591869,max,-55.5
20180125133329023-9784062938204_3248-3981-4037.csv,0x107010145263633097591870,count,1.0
20180125133329023-9784062938204_3248-3981-4037.csv,0x107010145263633097591870,mean,-66.0
20180125133329023-9784062938204_3248-3981-4037.csv,0x107010145263633097591870,std,
20180125133329023-9784062938204_3248-3981-4037.csv,0x107010145263633097591870,min,-66.0
20180125133329023-9784062938204_3248-3981-4037.csv,0x107010145263633097591870,25%,-66.0
20180125133329023-9784062938204_3248-3981-4037.csv,0x107010145263633097591870,50%,-66.0
20180125133329023-9784062938204_3248-3981-4037.csv,0x107010145263633097591870,75%,-66.0
20180125133329023-9784062938204_3248-3981-4037.csv,0x107010145263633097591870,max,-66.0
20180125133329023-9784062938204_3248-3981-4037.csv,0x107010145263633097591872,count,4.0
20180125133329023-9784062938204_3248-3981-4037.csv,0x107010145263633097591872,mean,-68.875
20180125133329023-9784062938204_3248-3981-4037.csv,0x107010145263633097591872,std,0.75
20180125133329023-9784062938204_3248-3981-4037.csv,0x107010145263633097591872,min,-69.5
20180125133329023-9784062938204_3248-3981-4037.csv,0x107010145263633097591872,25%,-69.5
20180125133329023-9784062938204_3248-3981-4037.csv,0x107010145263633097591872,50%,-69.0
20180125133329023-9784062938204_3248-3981-4037.csv,0x107010145263633097591872,75%,-68.375
20180125133329023-9784062938204_3248-3981-4037.csv,0x107010145263633097591872,max,-68.0
20180125133329023-9784062938204_3248-3981-4037.csv,0x107010145263633097661863,count,12.0
20180125133329023-9784062938204_3248-3981-4037.csv,0x107010145263633097661863,mean,-63.125
20180125133329023-9784062938204_3248-3981-4037.csv,0x107010145263633097661863,std,1.6113940886980158
20180125133329023-9784062938204_3248-3981-4037.csv,0x107010145263633097661863,min,-66.0
20180125133329023-9784062938204_3248-3981-4037.csv,0x107010145263633097661863,25%,-64.0
20180125133329023-9784062938204_3248-3981-4037.csv,0x107010145263633097661863,50%,-63.25
20180125133329023-9784062938204_3248-3981-4037.csv,0x107010145263633097661863,75%,-62.125
20180125133329023-9784062938204_3248-3981-4037.csv,0x107010145263633097661863,max,-61.0
20180125133329023-9784062938204_3248-3981-4037.csv,0x107010145263633097661864,count,9.0
20180125133329023-9784062938204_3248-3981-4037.csv,0x107010145263633097661864,mean,-63.111111111111114
20180125133329023-9784062938204_3248-3981-4037.csv,0x107010145263633097661864,std,2.088327347690278
20180125133329023-9784062938204_3248-3981-4037.csv,0x107010145263633097661864,min,-67.5
20180125133329023-9784062938204_3248-3981-4037.csv,0x107010145263633097661864,25%,-64.5
20180125133329023-9784062938204_3248-3981-4037.csv,0x107010145263633097661864,50%,-62.5
20180125133329023-9784062938204_3248-3981-4037.csv,0x107010145263633097661864,75%,-62.0
20180125133329023-9784062938204_3248-3981-4037.csv,0x107010145263633097661864,max,-60.5
20180125133329023-9784062938204_3248-3981-4037.csv,0x107010145263633097661865,count,10.0
20180125133329023-9784062938204_3248-3981-4037.csv,0x107010145263633097661865,mean,-64.45
20180125133329023-9784062938204_3248-3981-4037.csv,0x107010145263633097661865,std,2.4432446550528755
20180125133329023-9784062938204_3248-3981-4037.csv,0x107010145263633097661865,min,-68.0
20180125133329023-9784062938204_3248-3981-4037.csv,0x107010145263633097661865,25%,-66.25
20180125133329023-9784062938204_3248-3981-4037.csv,0x107010145263633097661865,50%,-64.0
20180125133329023-9784062938204_3248-3981-4037.csv,0x107010145263633097661865,75%,-63.625
20180125133329023-9784062938204_3248-3981-4037.csv,0x107010145263633097661865,max,-60.0
20180125133329023-9784062938204_3248-3981-4037.csv,0x107010145263633097661866,count,3.0
20180125133329023-9784062938204_3248-3981-4037.csv,0x107010145263633097661866,mean,-66.66666666666667
20180125133329023-9784062938204_3248-3981-4037.csv,0x107010145263633097661866,std,1.1547005383792517
20180125133329023-9784062938204_3248-3981-4037.csv,0x107010145263633097661866,min,-68.0
20180125133329023-9784062938204_3248-3981-4037.csv,0x107010145263633097661866,25%,-67.0
20180125133329023-9784062938204_3248-3981-4037.csv,0x107010145263633097661866,50%,-66.0
20180125133329023-9784062938204_3248-3981-4037.csv,0x107010145263633097661866,75%,-66.0
20180125133329023-9784062938204_3248-3981-4037.csv,0x107010145263633097661866,max,-66.0
20180125133329023-9784062938204_3248-3981-4037.csv,0x107010249018591604251876,count,1.0
20180125133329023-9784062938204_3248-3981-4037.csv,0x107010249018591604251876,mean,-68.0
20180125133329023-9784062938204_3248-3981-4037.csv,0x107010249018591604251876,std,
20180125133329023-9784062938204_3248-3981-4037.csv,0x107010249018591604251876,min,-68.0
20180125133329023-9784062938204_3248-3981-4037.csv,0x107010249018591604251876,25%,-68.0
20180125133329023-9784062938204_3248-3981-4037.csv,0x107010249018591604251876,50%,-68.0
20180125133329023-9784062938204_3248-3981-4037.csv,0x107010249018591604251876,75%,-68.0
20180125133329023-9784062938204_3248-3981-4037.csv,0x107010249018591604251876,max,-68.0
20180125133329023-9784062938204_3248-3981-4037.csv,0x107010249018591604251877,count,19.0
20180125133329023-9784062938204_3248-3981-4037.csv,0x107010249018591604251877,mean,-62.473684210526315
20180125133329023-9784062938204_3248-3981-4037.csv,0x107010249018591604251877,std,1.6538984602928513
20180125133329023-9784062938204_3248-3981-4037.csv,0x107010249018591604251877,min,-66.0
20180125133329023-9784062938204_3248-3981-4037.csv,0x107010249018591604251877,25%,-62.75
20180125133329023-9784062938204_3248-3981-4037.csv,0x107010249018591604251877,50%,-62.0
20180125133329023-9784062938204_3248-3981-4037.csv,0x107010249018591604251877,75%,-61.25
20180125133329023-9784062938204_3248-3981-4037.csv,0x107010249018591604251877,max,-60.5
20180125133329023-9784062938204_3248-3981-4037.csv,0x107010249722621700351875,count,14.0
20180125133329023-9784062938204_3248-3981-4037.csv,0x107010249722621700351875,mean,-61.607142857142854
20180125133329023-9784062938204_3248-3981-4037.csv,0x107010249722621700351875,std,1.195803100407862
20180125133329023-9784062938204_3248-3981-4037.csv,0x107010249722621700351875,min,-64.0
20180125133329023-9784062938204_3248-3981-4037.csv,0x107010249722621700351875,25%,-62.625
20180125133329023-9784062938204_3248-3981-4037.csv,0x107010249722621700351875,50%,-61.5
