csv,epc,type,rssi
20180213160440216-5-2.08801-07472-07473-07474-07475_3299-4005-4307.csv,0x000000000000000000004001,count,5.0
20180213160440216-5-2.08801-07472-07473-07474-07475_3299-4005-4307.csv,0x000000000000000000004001,mean,-63.0
20180213160440216-5-2.08801-07472-07473-07474-07475_3299-4005-4307.csv,0x000000000000000000004001,std,1.8708286933869707
20180213160440216-5-2.08801-07472-07473-07474-07475_3299-4005-4307.csv,0x000000000000000000004001,min,-65.0
20180213160440216-5-2.08801-07472-07473-07474-07475_3299-4005-4307.csv,0x000000000000000000004001,25%,-64.0
20180213160440216-5-2.08801-07472-07473-07474-07475_3299-4005-4307.csv,0x000000000000000000004001,50%,-63.0
20180213160440216-5-2.08801-07472-07473-07474-07475_3299-4005-4307.csv,0x000000000000000000004001,75%,-63.0
20180213160440216-5-2.08801-07472-07473-07474-07475_3299-4005-4307.csv,0x000000000000000000004001,max,-60.0
20180213160440216-5-2.08801-07472-07473-07474-07475_3299-4005-4307.csv,0x000000000000000000004004,count,2.0
20180213160440216-5-2.08801-07472-07473-07474-07475_3299-4005-4307.csv,0x000000000000000000004004,mean,-65.5
20180213160440216-5-2.08801-07472-07473-07474-07475_3299-4005-4307.csv,0x000000000000000000004004,std,0.7071067811865476
20180213160440216-5-2.08801-07472-07473-07474-07475_3299-4005-4307.csv,0x000000000000000000004004,min,-66.0
20180213160440216-5-2.08801-07472-07473-07474-07475_3299-4005-4307.csv,0x000000000000000000004004,25%,-65.75
20180213160440216-5-2.08801-07472-07473-07474-07475_3299-4005-4307.csv,0x000000000000000000004004,50%,-65.5
20180213160440216-5-2.08801-07472-07473-07474-07475_3299-4005-4307.csv,0x000000000000000000004004,75%,-65.25
20180213160440216-5-2.08801-07472-07473-07474-07475_3299-4005-4307.csv,0x000000000000000000004004,max,-65.0
20180213160440216-5-2.08801-07472-07473-07474-07475_3299-4005-4307.csv,0x000000000000000000004005,count,27.0
20180213160440216-5-2.08801-07472-07473-07474-07475_3299-4005-4307.csv,0x000000000000000000004005,mean,-60.925925925925924
20180213160440216-5-2.08801-07472-07473-07474-07475_3299-4005-4307.csv,0x000000000000000000004005,std,2.5408345982846767
20180213160440216-5-2.08801-07472-07473-07474-07475_3299-4005-4307.csv,0x000000000000000000004005,min,-65.5
20180213160440216-5-2.08801-07472-07473-07474-07475_3299-4005-4307.csv,0x000000000000000000004005,25%,-62.25
20180213160440216-5-2.08801-07472-07473-07474-07475_3299-4005-4307.csv,0x000000000000000000004005,50%,-61.0
20180213160440216-5-2.08801-07472-07473-07474-07475_3299-4005-4307.csv,0x000000000000000000004005,75%,-59.75
20180213160440216-5-2.08801-07472-07473-07474-07475_3299-4005-4307.csv,0x000000000000000000004005,max,-53.0
20180213160440216-5-2.08801-07472-07473-07474-07475_3299-4005-4307.csv,0x000000000000000000004006,count,20.0
20180213160440216-5-2.08801-07472-07473-07474-07475_3299-4005-4307.csv,0x000000000000000000004006,mean,-61.675
20180213160440216-5-2.08801-07472-07473-07474-07475_3299-4005-4307.csv,0x000000000000000000004006,std,1.9006577808748215
20180213160440216-5-2.08801-07472-07473-07474-07475_3299-4005-4307.csv,0x000000000000000000004006,min,-65.0
20180213160440216-5-2.08801-07472-07473-07474-07475_3299-4005-4307.csv,0x000000000000000000004006,25%,-62.75
20180213160440216-5-2.08801-07472-07473-07474-07475_3299-4005-4307.csv,0x000000000000000000004006,50%,-61.5
20180213160440216-5-2.08801-07472-07473-07474-07475_3299-4005-4307.csv,0x000000000000000000004006,75%,-60.375
20180213160440216-5-2.08801-07472-07473-07474-07475_3299-4005-4307.csv,0x000000000000000000004006,max,-58.0
20180213160440216-5-2.08801-07472-07473-07474-07475_3299-4005-4307.csv,0x000000000000000000007472,count,10.0
20180213160440216-5-2.08801-07472-07473-07474-07475_3299-4005-4307.csv,0x000000000000000000007472,mean,-43.9
20180213160440216-5-2.08801-07472-07473-07474-07475_3299-4005-4307.csv,0x000000000000000000007472,std,3.025814858109391
20180213160440216-5-2.08801-07472-07473-07474-07475_3299-4005-4307.csv,0x000000000000000000007472,min,-49.0
20180213160440216-5-2.08801-07472-07473-07474-07475_3299-4005-4307.csv,0x000000000000000000007472,25%,-46.125
20180213160440216-5-2.08801-07472-07473-07474-07475_3299-4005-4307.csv,0x000000000000000000007472,50%,-44.0
20180213160440216-5-2.08801-07472-07473-07474-07475_3299-4005-4307.csv,0x000000000000000000007472,75%,-41.875
20180213160440216-5-2.08801-07472-07473-07474-07475_3299-4005-4307.csv,0x000000000000000000007472,max,-39.5
20180213160440216-5-2.08801-07472-07473-07474-07475_3299-4005-4307.csv,0x000000000000000000007473,count,13.0
20180213160440216-5-2.08801-07472-07473-07474-07475_3299-4005-4307.csv,0x000000000000000000007473,mean,-41.88461538461539
20180213160440216-5-2.08801-07472-07473-07474-07475_3299-4005-4307.csv,0x000000000000000000007473,std,2.18091958962504
20180213160440216-5-2.08801-07472-07473-07474-07475_3299-4005-4307.csv,0x000000000000000000007473,min,-45.5
20180213160440216-5-2.08801-07472-07473-07474-07475_3299-4005-4307.csv,0x000000000000000000007473,25%,-43.5
20180213160440216-5-2.08801-07472-07473-07474-07475_3299-4005-4307.csv,0x000000000000000000007473,50%,-42.0
20180213160440216-5-2.08801-07472-07473-07474-07475_3299-4005-4307.csv,0x000000000000000000007473,75%,-41.0
20180213160440216-5-2.08801-07472-07473-07474-07475_3299-4005-4307.csv,0x000000000000000000007473,max,-38.5
20180213160440216-5-2.08801-07472-07473-07474-07475_3299-4005-4307.csv,0x000000000000000000007474,count,6.0
20180213160440216-5-2.08801-07472-07473-07474-07475_3299-4005-4307.csv,0x000000000000000000007474,mean,-40.666666666666664
